country,year,female,male
Netherlands,2004,33.49,77.67
Netherlands,2005,33.47,79.81
Netherlands,2006,31.95,81.24
Netherlands,2007,27.59,69.85
Netherlands,2008,29.12,72.97
Netherlands,2009,30.15,78.15
Netherlands,2010,30.85,78.64
Netherlands,2011,33.03,80.05
Netherlands,2012,36.32,82.19
Netherlands,2013,35.74,89.79
Netherlands,2014,38.14,83.28
Netherlands,2015,37.41,89.52000000000001
Netherlands,2016,40.33,87.06
Netherlands,2017,3.578246502,7.611800065
Netherlands,2018,3.789544155,6.830464732
Netherlands,2019,3.338162041,7.102963099
Netherlands,2020,3.417137287,7.04067884
New Zealand,1985,32.23,121.41
New Zealand,1986,46.2,132.47
New Zealand,1987,40.88,169.64
New Zealand,1988,43.66,161.37
New Zealand,1989,32.68,157.94
New Zealand,1990,34.18,152.39
New Zealand,1991,28.98,146.5
New Zealand,1992,33.32,150.27
New Zealand,1993,31.81,132.17
New Zealand,1994,37.83,160.8
New Zealand,1995,40.74,158.68
New Zealand,1996,37.55,157.58
New Zealand,1997,38.55,159.73
New Zealand,1998,42.51,158.56
New Zealand,1999,41.02,135.78
New Zealand,2000,25.86,131.68
New Zealand,2001,39.01,140.89
New Zealand,2002,34.97,117.06
New Zealand,2003,43.11,129.24
New Zealand,2004,32.910000000000004,130.5
New Zealand,2005,38.86,119.07
New Zealand,2006,39.73,117.01
New Zealand,2007,31.47,116.72
New Zealand,2008,38.08,113.7
New Zealand,2009,33.26,119.74
New Zealand,2010,42.1,110.52
New Zealand,2011,33.44,109.38
New Zealand,2012,41.89,116.14
New Zealand,2013,37.54,107.01
Nicaragua,2010,14.38,74.36
Nicaragua,2011,17.32,72.23
Nicaragua,2012,16.259999999999998,56.03
Nicaragua,2013,13.04,67.93
Nicaragua,2014,15.56,55.84
Nicaragua,2015,15.08,54.79
Nicaragua,2017,1.172743225,4.0274471290000005
Nicaragua,2018,1.141164654,4.153839342
Nicaragua,2019,1.14046919,4.021654508
Nicaragua,2020,0.0,0.0
North Macedonia,2017,1.542538884,3.80814287
North Macedonia,2018,1.204113057,4.382971529
North Macedonia,2019,1.155683022,3.996737121
North Macedonia,2020,1.109754209,3.956515006
Norway,1986,41.43,122.19
Norway,1987,42.23,149.32999999999998
Norway,1988,53.66,154.84
Norway,1989,49.59,148.3
Norway,1990,45.58,145.73
Norway,1991,48.17,146.65
Norway,1992,44.6,137.04
Norway,1993,40.63,137.42
Norway,1994,39.9,110.63
Norway,1995,35.32,121.03
Norway,1996,33.88,120.05
Norway,1997,36.82,121.79
Norway,1998,39.04,114.62
Norway,1999,40.23,123.1
Norway,2000,34.56,115.77
Norway,2001,33.730000000000004,120.56
Norway,2002,33.45,107.55
Norway,2003,33.47,104.61
Norway,2004,41.62,99.75
Norway,2005,44.22,97.87
Norway,2006,33.17,109.5
Norway,2007,35.67,92.1
Norway,2008,39.69,92.34
Norway,2009,37.29,108.45
Norway,2010,36.72,99.71
Norway,2011,36.21,110.28
Norway,2012,33.96,92.04
Norway,2013,36.68,90.33
Norway,2014,31.71,95.52
Norway,2015,42.940000000000005,93.49
Oman,2009,0.0,21.19
Oman,2010,0.0,3.8
Oman,2014,0.0,1.51
Panama,1985,8.17,42.89
Panama,1986,12.73,48.18
Panama,1987,12.29,54.77
Panama,1988,15.97,44.22
Panama,1989,4.62,50.67
Panama,1996,9.56,56.82
Panama,1997,14.18,69.01
Panama,1998,12.66,64.03
Panama,1999,10.27,67.36
Panama,2000,8.11,77.47
Panama,2001,11.78,74.99
Panama,2002,18.66,60.28
Panama,2003,7.57,89.67
Panama,2004,11.18,70.58
Panama,2005,10.99,66.82000000000001
Panama,2006,4.56,87.07
Panama,2007,6.7,65.2
Panama,2008,14.22,59.08
Panama,2009,9.4,58.89
Panama,2010,9.07,54.93
Panama,2011,6.04,56.69
Panama,2012,6.9,48.62
Panama,2013,5.09,44.22
Panama,2014,6.79,49.19
Panama,2015,5.8,39.1
Panama,2017,0.366205305,2.661091883
Panama,2018,0.336113876,2.304780859
Panama,2019,0.189012157,2.197266317
Panama,2020,0.0,0.0
Paraguay,1985,9.83,29.59
Paraguay,1986,7.83,18.93
Paraguay,1987,9.96,26.64
Paraguay,1989,10.9,24.43
Paraguay,1990,18.42,26.59
Paraguay,1991,7.61,19.53
Paraguay,1994,12.49,31.97
Paraguay,1995,8.79,31.54
Paraguay,1996,7.65,25.81
Paraguay,1997,10.19,25.39
Paraguay,1998,12.28,36.27
Paraguay,1999,14.55,29.87
Paraguay,2000,12.34,30.44
Paraguay,2001,13.25,43.27
Paraguay,2002,14.51,28.94
Paraguay,2003,8.48,42.87
Paraguay,2004,16.87,48.57
Paraguay,2005,15.85,46.96
Paraguay,2006,14.18,51.39
Paraguay,2007,13.09,49.42
Paraguay,2008,13.36,44.96
Paraguay,2009,13.15,54.18
Paraguay,2010,14.22,40.34
Paraguay,2011,13.9,53.93
Paraguay,2012,19.35,43.95
Paraguay,2013,14.98,60.41
Paraguay,2014,19.22,52.93
Paraguay,2017,1.463321607,4.15394521
Paraguay,2018,1.738232169,5.106056994
Paraguay,2019,1.868292714,5.681447516
Paraguay,2020,0.0,0.0
Peru,2017,0.351204852,0.863774093
Peru,2018,0.4844127159999999,1.152032807
Peru,2019,0.0,0.0
Peru,2020,0.0,0.0
Philippines,1992,2.45,7.359999999999999
Philippines,1993,8.74,13.23
Philippines,1997,4.68,15.56
Philippines,1998,4.21,17.84
Philippines,1999,6.74,18.14
Philippines,2000,7.62,24.59
Philippines,2001,5.26,21.82
Philippines,2002,6.6,21.94
Philippines,2003,8.12,25.29
Philippines,2006,7.229999999999999,29.43
Philippines,2007,6.37,22.8
Philippines,2008,7.01,26.04
Philippines,2009,7.66,27.23
Philippines,2010,7.24,29.72
Philippines,2011,8.5,36.41
Philippines,2017,0.436580987,1.870927529
Philippines,2018,0.52961791,2.2179477
Philippines,2019,0.5426668210000001,1.998535904
Philippines,2020,0.0,0.0
Poland,1990,29.35,143.29
Poland,1991,27.11,153.16
Poland,1992,32.12,162.31
Poland,1993,30.38,157.47
Poland,1994,27.4,158.56
Poland,1995,28.450000000000003,153.25
Poland,1996,27.65,150.56
Poland,1999,26.04,158.11
Poland,2000,29.06,161.95000000000002
Poland,2001,24.09,156.56
Poland,2002,29.05,154.22
Poland,2003,25.73,154.42
Poland,2004,26.24,161.5
Poland,2005,25.41,160.63
Poland,2006,25.94,156.91
Poland,2007,23.35,143.12
Poland,2008,23.38,154.0
Poland,2009,26.58,170.52
Poland,2010,23.53,167.11
Poland,2011,21.17,162.69
Poland,2012,22.94,169.43
Poland,2013,23.16,164.43
Poland,2014,22.35,155.95000000000002
Poland,2015,20.13,146.86
Poland,2017,1.582627397,11.128424921
Poland,2018,1.51153069,10.933580867
Poland,2019,1.606722949,11.233890791
Poland,2020,0.0,0.0
Portugal,1985,39.6,125.22
Portugal,1986,36.03,129.5
Portugal,1987,35.45,135.88
Portugal,1988,26.84,110.91
Portugal,1989,27.98,102.34
Portugal,1990,33.61,116.6
Portugal,1991,30.25,134.91
Portugal,1992,30.95,117.35
Portugal,1993,25.39,100.44
Portugal,1994,24.46,99.36
Portugal,1995,29.75,99.18
Portugal,1996,22.01,93.76
Portugal,1997,17.69,84.49
Portugal,1998,18.14,68.92
Portugal,1999,19.87,69.59
Portugal,2000,14.22,71.66
Portugal,2001,20.93,94.8
Portugal,2002,30.4,141.43
Portugal,2003,30.96,135.5
Portugal,2007,29.46,114.09
Portugal,2008,26.18,114.84
Portugal,2009,24.05,115.65
Portugal,2010,28.67,120.17
Portugal,2011,21.99,105.87
Portugal,2012,22.86,116.54
Portugal,2013,24.57,108.16
Portugal,2014,29.72,124.17
Portugal,2017,2.660116695,7.630845703
Portugal,2018,2.518518893,7.166596232
Portugal,2019,0.0,0.0
Portugal,2020,0.0,0.0
Puerto Rico,1985,18.91,135.7
Puerto Rico,1986,17.81,160.42000000000002
Puerto Rico,1987,17.56,126.2
Puerto Rico,1988,9.67,152.01999999999998
Puerto Rico,1989,14.66,154.88
Puerto Rico,1990,12.36,169.22
Puerto Rico,1991,13.17,171.64
Puerto Rico,1992,12.24,123.07
Puerto Rico,1993,9.72,141.53
Puerto Rico,1994,11.21,136.07
Puerto Rico,1995,10.72,110.15
Puerto Rico,1996,12.99,126.82
Puerto Rico,1997,4.74,94.52
Puerto Rico,1998,9.42,121.65
Puerto Rico,1999,11.23,106.08
Puerto Rico,2000,8.39,99.87
Puerto Rico,2001,10.78,96.11
Puerto Rico,2002,10.85,80.74
Puerto Rico,2003,5.78,91.21
Puerto Rico,2004,7.03,101.92
Puerto Rico,2005,12.6,92.51
Puerto Rico,2006,6.1000000000000005,89.2
Puerto Rico,2007,12.78,80.3
Puerto Rico,2008,13.71,93.37
Puerto Rico,2009,7.93,116.97
Puerto Rico,2010,12.47,91.37
Puerto Rico,2011,11.42,79.13
Puerto Rico,2012,12.03,75.07000000000001
Puerto Rico,2013,9.67,80.92
Puerto Rico,2014,8.5,68.59
Puerto Rico,2015,7.28,78.3
Puerto Rico,2017,1.052541043,6.375391469
Puerto Rico,2018,0.0,0.0
Puerto Rico,2019,0.0,0.0
Puerto Rico,2020,0.0,0.0
Qatar,1995,0.0,0.0
Qatar,2001,10.37,16.93
Qatar,2004,1.81,13.44
Qatar,2005,1.61,17.19
Qatar,2006,7.87,79.43
Qatar,2007,5.41,23.2
Qatar,2008,2.28,11.27
Qatar,2009,3.95,15.95
Qatar,2010,0.88,11.95
Qatar,2011,5.07,13.78
Qatar,2012,3.72,9.55
Qatar,2013,0.7,7.53
Qatar,2014,6.2700000000000005,12.72
Qatar,2015,6.53,12.31
Qatar,2016,2.88,13.55
Republic of Korea,1985,38.29,108.36
Republic of Korea,1986,32.34,110.97
Republic of Korea,1987,32.33,95.91
Republic of Korea,1988,32.99,81.59
Republic of Korea,1989,33.26,88.14
Republic of Korea,1990,35.37,85.16
Republic of Korea,1991,34.49,81.69
Republic of Korea,1992,37.86,89.53
Republic of Korea,1993,47.58,111.9
Republic of Korea,1994,49.55,115.85
Republic of Korea,1995,52.81,126.47
Republic of Korea,1996,63.53,153.45999999999998
Republic of Korea,1997,65.98,160.82
Republic of Korea,1998,82.75,219.57
Republic of Korea,1999,72.74,184.78
Republic of Korea,2000,71.17,177.42
Republic of Korea,2001,79.08999999999999,194.45
Republic of Korea,2002,108.93,252.11
Republic of Korea,2003,131.28,322.84000000000003
Republic of Korea,2004,140.23000000000002,329.47
Republic of Korea,2005,145.35,333.69
Republic of Korea,2006,128.0,292.46
Republic of Korea,2007,149.6,316.94
Republic of Korea,2008,147.04,305.24
Republic of Korea,2009,170.89,348.63
Republic of Korea,2010,158.52,359.68
Republic of Korea,2011,147.84,367.21
Republic of Korea,2012,132.32,310.94
Republic of Korea,2013,121.14,307.43
Republic of Korea,2014,107.91,277.42
Republic of Korea,2015,103.95,285.19
Republic of Korea,2017,1272.055099411,2035.563793999
Republic of Korea,2018,1320.224152192,1998.668003274
Republic of Korea,2019,1357.078093582,1931.314962987
Republic of Korea,2020,0.0,0.0
Republic of Moldova,2017,65.249205361,406.409336206
Republic of Moldova,2018,59.812525115,397.1925496
Republic of Moldova,2019,0.0,0.0
Republic of Moldova,2020,0.0,0.0
Romania,1989,38.02,119.75
Romania,1990,33.56,92.36
Romania,1991,32.15,101.23
Romania,1992,34.95,129.23
Romania,1993,34.43,127.64
Romania,1994,33.88,138.9
Romania,1995,28.23,127.95
Romania,1996,26.23,133.75
Romania,1997,26.72,134.88
Romania,1998,25.85,135.44
Romania,1999,28.0,130.27
Romania,2000,29.29,129.9
Romania,2001,24.69,124.42
Romania,2002,29.39,144.21
Romania,2003,27.38,132.33
Romania,2004,24.68,126.51
Romania,2005,26.51,119.5
Romania,2006,25.81,123.28
Romania,2007,24.66,111.4
Romania,2008,24.35,116.05
Romania,2009,21.29,122.73
Romania,2010,24.28,125.76
Romania,2011,21.34,117.44
Romania,2012,19.11,122.92
Romania,2013,19.93,118.06
Romania,2014,17.7,113.33
Romania,2015,19.22,114.33
Romania,2016,17.53,98.8
Romania,2017,1.689748408,8.167968137999999
Romania,2018,1.668894426,8.334202013999999
Romania,2019,1.244086203,7.748437304
Romania,2020,0.0,0.0
Russian Federation,1989,80.61,318.21
Russian Federation,1990,79.96,319.21
Russian Federation,1991,76.61,319.79
Russian Federation,1992,80.28,357.2
Russian Federation,1993,87.57,434.49
Russian Federation,1994,89.82,477.82
Russian Federation,1995,93.26,454.12
Russian Federation,1996,85.66,440.62
Russian Federation,1997,84.58,423.51
Russian Federation,1998,80.57000000000001,394.17
Russian Federation,1999,86.95,423.18
Russian Federation,2000,79.53999999999999,424.93
Russian Federation,2001,77.92,426.73
Russian Federation,2002,78.4,410.15
Russian Federation,2003,73.12,395.79
Russian Federation,2004,70.07000000000001,377.54
Russian Federation,2005,63.87,356.47
Russian Federation,2006,63.16,338.15
Russian Federation,2007,63.52,323.47
Russian Federation,2008,60.28,306.52
Russian Federation,2009,55.93,296.87
Russian Federation,2010,50.09,269.12
Russian Federation,2011,49.3,250.38
Russian Federation,2012,47.56,237.95
Russian Federation,2013,42.56,231.41
Russian Federation,2014,40.52,218.7
Russian Federation,2015,37.66,199.26
Russian Federation,2017,2.385520962,5.225723468
Russian Federation,2018,2.16226903,5.213947694
Russian Federation,2019,2.001990758,5.215840328
Russian Federation,2020,0.0,0.0
Saint Kitts and Nevis,1990,0.0,0.0
Saint Kitts and Nevis,1991,0.0,0.0
Saint Kitts and Nevis,1992,0.0,0.0
Saint Lucia,1986,0.0,59.95
Saint Lucia,1987,9.8,131.62
Saint Lucia,1988,100.79,81.42
Saint Lucia,1989,30.9,58.010000000000005
Saint Lucia,1990,9.53,17.39
Saint Lucia,1991,0.0,104.09
Saint Lucia,1992,0.0,98.11
Saint Lucia,1993,0.0,75.28
Saint Lucia,1994,14.39,31.41
Saint Lucia,1995,7.7,74.01
Saint Lucia,1996,13.53,47.5
Saint Lucia,1997,0.0,117.54
Saint Lucia,1998,45.370000000000005,73.66
Saint Lucia,1999,6.77,68.17
Saint Lucia,2000,27.3,170.56
Saint Lucia,2001,0.0,59.08
Saint Lucia,2002,56.01,131.51
Saint Lucia,2003,49.37,83.89
Saint Lucia,2004,0.0,66.17
Saint Lucia,2005,0.0,24.82
Saint Lucia,2006,0.0,17.83
Saint Lucia,2008,0.0,0.0
Saint Lucia,2009,0.0,82.32
Saint Lucia,2010,6.38,23.93
Saint Lucia,2011,0.0,53.32
Saint Lucia,2012,4.06,80.97
Saint Lucia,2013,4.01,110.09
Saint Lucia,2014,20.3,71.26
Saint Vincent and the Grenadines,1985,0.0,32.79
Saint Vincent and the Grenadines,1986,0.0,0.0
Saint Vincent and the Grenadines,1987,0.0,0.0
Saint Vincent and the Grenadines,1990,0.0,72.06
Saint Vincent and the Grenadines,1995,0.0,85.41
Saint Vincent and the Grenadines,1996,10.9,74.16
Saint Vincent and the Grenadines,1997,0.0,30.02
Saint Vincent and the Grenadines,1998,0.0,194.42
Saint Vincent and the Grenadines,1999,0.0,65.8
Saint Vincent and the Grenadines,2000,0.0,44.11
Saint Vincent and the Grenadines,2001,12.33,148.33
Saint Vincent and the Grenadines,2002,8.59,194.34
Saint Vincent and the Grenadines,2003,0.0,50.91
Saint Vincent and the Grenadines,2004,0.0,46.46
Saint Vincent and the Grenadines,2005,8.01,64.1
Saint Vincent and the Grenadines,2006,7.88,114.19
Saint Vincent and the Grenadines,2007,0.0,102.39
Saint Vincent and the Grenadines,2008,7.66,32.629999999999995
Saint Vincent and the Grenadines,2009,0.0,11.18
Saint Vincent and the Grenadines,2010,0.0,54.83
Saint Vincent and the Grenadines,2011,16.42,30.56
Saint Vincent and the Grenadines,2012,24.89,72.4
Saint Vincent and the Grenadines,2013,0.0,0.0
Saint Vincent and the Grenadines,2014,0.0,80.78
Saint Vincent and the Grenadines,2015,11.02,17.060000000000002
Saint Vincent and the Grenadines,2017,0.0,0.0
Saint Vincent and the Grenadines,2018,0.0,0.0
Saint Vincent and the Grenadines,2019,0.0,0.0
Saint Vincent and the Grenadines,2020,0.0,0.0
San Marino,1999,0.0,64.35000000000001
San Marino,2000,0.0,47.26
San Marino,2005,0.0,34.01
Serbia,1998,76.83,230.22
Serbia,1999,98.6,246.13
Serbia,2000,87.00999999999999,237.15
Serbia,2001,72.62,224.38
Serbia,2002,72.58,223.33
Serbia,2003,66.47,204.8
Serbia,2004,57.12,205.39
Serbia,2005,74.03,212.29
Serbia,2006,76.11,209.96
Serbia,2007,63.69,194.76
Serbia,2008,63.26,179.35
Serbia,2009,61.59,196.84
Serbia,2010,51.65,182.83
Serbia,2011,58.04,185.41
Serbia,2012,51.3,183.23
Serbia,2013,44.78,172.95
Serbia,2014,47.11,169.67000000000002
Serbia,2015,45.29,160.68
Serbia,2017,0.0,0.0
Serbia,2018,3.279578794,10.311339437
Serbia,2019,3.498801696,10.050055902
Serbia,2020,3.087347585,9.885310111
Seychelles,1985,13.33,142.85000000000002
Seychelles,1986,0.0,23.26
Seychelles,1987,0.0,60.72
Seychelles,2001,10.39,77.18
Seychelles,2002,0.0,154.12
Seychelles,2003,18.31,81.69
Seychelles,2004,0.0,63.27
Seychelles,2005,14.33,57.17
Seychelles,2006,0.0,275.75
Seychelles,2007,12.96,134.68
Seychelles,2008,0.0,39.07
Seychelles,2009,0.0,43.81
Seychelles,2010,0.0,51.99
Seychelles,2011,0.0,51.34
Seychelles,2012,0.0,33.5
Seychelles,2013,0.0,131.4
Seychelles,2014,20.54,22.79
Seychelles,2015,16.79,64.46000000000001
Seychelles,2017,2.086746032,5.216865082
Seychelles,2018,0.0,0.0
Seychelles,2019,1.024327785,6.14596671
Seychelles,2020,0.0,0.0
Singapore,1985,131.49,221.87
Singapore,1986,161.67,162.94
Singapore,1987,109.93,163.63
Singapore,1988,137.47,222.72
Singapore,1989,163.16,190.95
Singapore,1990,118.25,153.78
Singapore,1991,99.4,129.98
Singapore,1992,92.3,113.12
Singapore,1993,83.7,151.44
Singapore,1994,97.17,149.68
Singapore,1995,99.12,183.64
Singapore,1996,74.39,134.55
Singapore,1997,66.19,140.46
Singapore,1998,84.86,130.5
Singapore,1999,43.5,122.95
Singapore,2000,53.22,111.12
Singapore,2001,57.16,110.64
Singapore,2002,69.17,103.22
Singapore,2003,60.25,112.49
Singapore,2004,57.1,110.38
Singapore,2005,47.96,132.37
Singapore,2006,61.2,87.55
Singapore,2007,57.22,108.54
Singapore,2008,44.63,105.62
Singapore,2009,49.37,100.21
Singapore,2010,37.91,91.32
Singapore,2011,40.09,76.87
Singapore,2012,49.48,92.14
Singapore,2013,39.84,98.03
Singapore,2014,31.63,100.15
Singapore,2015,37.67,71.62
Singapore,2017,1.942179014,3.527994906
Singapore,2018,1.720261991,4.203114347
Singapore,2019,1.85848545,3.787102428
Singapore,2020,1.93464182,4.379325574
Slovakia,1992,35.06,179.17000000000002
Slovakia,1993,30.66,164.68
Slovakia,1994,25.23,159.81
Slovakia,1995,28.86,169.84
Slovakia,1996,24.56,149.94
Slovakia,1997,25.92,138.18
Slovakia,1998,20.06,141.78
Slovakia,1999,22.46,149.62
Slovakia,2000,29.92,150.16
Slovakia,2001,25.41,146.47
Slovakia,2002,24.2,167.57
Slovakia,2003,21.68,147.48000000000002
Slovakia,2004,22.88,128.02
Slovakia,2005,20.24,145.13
Slovakia,2006,0.0,0.0
Slovakia,2007,0.0,0.0
Slovakia,2008,18.07,116.13
Slovakia,2009,11.53,127.55
Slovakia,2010,19.16,124.52
Slovakia,2012,12.45,117.03
Slovakia,2013,16.5,127.41
Slovakia,2014,16.43,116.39
Slovakia,2017,165.130379074,759.10681713
Slovakia,2018,183.39650325,826.50690789
Slovakia,2019,134.589502019,742.645645005
Slovakia,2020,0.0,0.0
Slovenia,1995,80.08,313.79
Slovenia,1996,84.2,336.91
Slovenia,1997,71.17,338.93
Slovenia,1998,85.45,328.15
Slovenia,1999,75.31,318.05
Slovenia,2000,89.31,314.81
Slovenia,2001,75.55,347.85
Slovenia,2002,62.65,291.65
Slovenia,2003,73.38,303.18
Slovenia,2004,82.66,215.82
Slovenia,2005,62.47,274.94
Slovenia,2006,65.11,282.76
Slovenia,2007,57.65,233.8
Slovenia,2008,46.92,216.17
Slovenia,2009,52.17,216.54
Slovenia,2010,39.15,226.44
Slovenia,2011,47.22,234.44
Slovenia,2012,41.56,238.18
Slovenia,2013,47.39,235.63
Slovenia,2014,34.13,206.24
Slovenia,2015,47.14,217.67
Slovenia,2017,4.065064257,15.824714429
Slovenia,2018,3.809259297,13.211861359
Slovenia,2019,4.165898529,14.604586799
Slovenia,2020,3.472190842,14.031456146
South Africa,1996,1.25,6.78
South Africa,1997,1.7,3.25
South Africa,1998,1.72,5.98
South Africa,1999,2.35,8.52
South Africa,2000,1.67,7.87
South Africa,2001,1.73,10.7
South Africa,2002,1.33,5.65
South Africa,2003,2.56,6.68
South Africa,2004,2.48,10.15
South Africa,2005,3.63,11.66
South Africa,2006,3.19,14.73
South Africa,2007,3.66,8.459999999999999
South Africa,2008,2.5,11.64
South Africa,2009,2.52,8.19
South Africa,2010,2.67,10.42
South Africa,2011,2.26,7.05
South Africa,2012,2.57,10.99
South Africa,2013,3.14,11.76
South Africa,2014,2.77,12.31
South Africa,2015,2.39,10.61
South Africa,2017,0.167722408,0.496105229
South Africa,2018,0.143007538,0.404606692
South Africa,2019,0.0,0.0
South Africa,2020,0.0,0.0
Spain,1985,26.08,88.85
Spain,1986,26.700000000000003,93.13
Spain,1987,27.83,94.31
Spain,1988,29.2,98.08
Spain,1989,27.79,98.7
Spain,1990,29.27,99.97
Spain,1991,28.16,93.68
Spain,1992,23.96,95.05
Spain,1993,25.29,95.56
Spain,1994,24.87,99.45
Spain,1995,24.92,98.89
Spain,1996,27.96,98.57
Spain,1997,27.83,103.49
Spain,1998,24.12,99.92
Spain,1999,25.11,93.97
Spain,2000,24.74,97.47
Spain,2001,22.53,89.87
Spain,2002,23.23,92.41
Spain,2003,23.19,93.3
Spain,2004,23.93,88.7
Spain,2005,22.6,85.06
Spain,2006,19.33,80.53999999999999
Spain,2007,20.2,78.75
Spain,2008,19.57,78.95
Spain,2009,18.72,79.3
Spain,2010,16.01,71.42999999999999
Spain,2011,17.32,71.27
Spain,2012,18.65,78.23
Spain,2013,22.23,79.09
Spain,2014,22.43,81.92
Spain,2015,21.24,76.14
Spain,2017,2.064677371,6.784246537
Spain,2018,1.970180022,5.596422429
Spain,2019,1.911537319,6.806006352
Spain,2020,2.145014146,7.078968928
Sri Lanka,1985,143.3,415.42
Sri Lanka,1986,123.5,406.3
Sri Lanka,1996,85.68,310.03000000000003
Sri Lanka,1997,113.69,358.41
Sri Lanka,1998,92.88,358.27
Sri Lanka,1999,100.76,344.48
Sri Lanka,2000,92.78,334.51
Sri Lanka,2001,70.89999999999999,287.16
Sri Lanka,2002,65.34,274.07
Sri Lanka,2003,67.33,285.42
Sri Lanka,2006,66.75,261.98
Suriname,1985,127.45,343.39
Suriname,1986,57.400000000000006,154.59
Suriname,1987,55.23,196.47
Suriname,1988,79.94,129.78
Suriname,1989,67.08,145.04000000000002
Suriname,1990,10.06,204.03
Suriname,1991,89.89,125.57
Suriname,1992,35.31,102.65
Suriname,1995,39.44,143.07999999999998
Suriname,1996,11.39,72.88
Suriname,1997,28.0,87.69
Suriname,1998,19.12,82.83
Suriname,1999,37.36,179.34
Suriname,2000,39.43,88.5
Suriname,2001,45.51,172.58
Suriname,2002,71.96,142.27
Suriname,2003,47.04,198.96
Suriname,2004,59.28,142.82
Suriname,2005,45.69,165.48
Suriname,2006,69.43,228.83
Suriname,2007,102.59,253.55
Suriname,2008,91.08,325.74
Suriname,2009,85.85000000000001,283.86
Suriname,2010,138.06,287.24
Suriname,2011,68.26,285.05
Suriname,2012,76.03999999999999,378.07
Suriname,2013,73.62,213.18
Suriname,2014,88.62,268.72
Sweden,1987,64.14,166.76999999999998
Sweden,1988,64.63,167.04
Sweden,1989,63.26,175.07999999999998
Sweden,1990,60.73,161.32
Sweden,1991,59.6,157.94
Sweden,1992,55.76,145.02
Sweden,1993,56.0,144.97
Sweden,1994,53.11,142.58
Sweden,1995,54.57,137.15
Sweden,1996,50.24,128.0
Sweden,1997,44.26,122.93
Sweden,1998,45.89,129.91
Sweden,1999,46.22,126.42
Sweden,2000,41.81,120.69
Sweden,2001,45.8,121.69
Sweden,2002,40.89,121.82
Sweden,2003,45.31,108.1
Sweden,2004,40.78,116.63
Sweden,2005,47.76,116.86
Sweden,2006,48.09,112.67
Sweden,2007,38.66,108.73
Sweden,2008,40.42,115.26
Sweden,2009,42.07,118.33
Sweden,2010,36.05,110.49
Sweden,2011,39.72,102.05
Sweden,2012,39.07,109.04
Sweden,2013,45.17,113.03
Sweden,2014,42.93,106.12
Sweden,2015,40.3,109.0
Sweden,2016,41.02,97.82
Sweden,2017,3.460036284,8.371696984
Sweden,2018,3.764048598,8.736916983
Sweden,2019,0.0,0.0
Sweden,2020,0.0,0.0
Switzerland,1995,66.21000000000001,216.86
Switzerland,1996,70.69,209.2
Switzerland,1997,68.61,198.16
Switzerland,1998,61.36,212.06
Switzerland,1999,62.05,189.93
Switzerland,2000,66.98,199.22
Switzerland,2001,66.32000000000001,195.37
Switzerland,2002,77.11,196.59
Switzerland,2003,72.74,169.92
Switzerland,2004,71.28,170.99
Switzerland,2005,65.67,180.52
Switzerland,2006,72.31,169.32
Switzerland,2007,74.25,181.56
Switzerland,2008,73.43,164.08
Switzerland,2009,39.42,140.71
Switzerland,2010,38.72,121.8
Switzerland,2011,38.67,129.55
Switzerland,2012,38.27,127.12
Switzerland,2013,37.56,132.7
Switzerland,2014,37.83,124.27
Switzerland,2015,36.82,127.84
Switzerland,2017,3.19457065,9.145937452
Switzerland,2018,3.406022952,8.385863407
Switzerland,2019,0.0,0.0
Switzerland,2020,0.0,0.0
Tajikistan,2017,0.705840833,1.277235793
Tajikistan,2018,0.0,0.0
Tajikistan,2019,0.0,0.0
Tajikistan,2020,0.0,0.0
Thailand,1985,30.8,51.74
Thailand,1986,23.130000000000003,48.78
Thailand,1987,28.51,53.31
Thailand,1990,30.45,65.47
Thailand,1991,26.11,60.35
Thailand,1992,24.92,58.18
Thailand,1994,15.03,41.24
Thailand,1995,24.65,68.87
Thailand,1996,23.24,69.81
Thailand,1997,18.68,67.69
Thailand,1998,22.23,77.33
Thailand,1999,24.38,84.65
Thailand,2000,23.98,82.12
Thailand,2002,24.06,79.06
Thailand,2003,21.12,70.04
Thailand,2004,20.69,65.37
Thailand,2005,16.84,61.15
Thailand,2006,13.55,55.49
Thailand,2007,16.42,62.72
Thailand,2008,17.57,60.61
Thailand,2009,16.150000000000002,62.41
Thailand,2010,16.39,64.11
Thailand,2011,17.619999999999997,59.97
Thailand,2012,17.66,63.03
Thailand,2013,16.42,63.14
Thailand,2014,16.63,60.33
Thailand,2015,15.37,65.78
Thailand,2016,15.34,61.98
Thailand,2017,1.196081107,4.942297409
Thailand,2018,1.314535208,5.293288833
Thailand,2019,1.588887315,6.474750863
Thailand,2020,0.0,0.0
Trinidad and Tobago,1985,4.59,25.58
Trinidad and Tobago,1986,41.56,81.57000000000001
Trinidad and Tobago,1987,25.19,130.35
Trinidad and Tobago,1988,55.23,173.52
Trinidad and Tobago,1989,43.24,154.92
Trinidad and Tobago,1990,48.53,137.85
Trinidad and Tobago,1991,32.52,121.02
Trinidad and Tobago,1992,26.54,167.85
Trinidad and Tobago,1993,26.12,135.41
Trinidad and Tobago,1994,29.86,129.54
Trinidad and Tobago,1995,35.4,207.53
Trinidad and Tobago,1996,42.73,153.63
Trinidad and Tobago,1997,28.99,160.4
Trinidad and Tobago,1998,34.6,161.44
Trinidad and Tobago,1999,31.34,113.98
