country,year,age,data_id,sex,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
Jamaica,2010,35-54 years,13343,male,1,328839,0.3,Generation X,"13,19,16,45,686",5100
Jamaica,2010,5-14 years,13342,male,1,270432,0.37,Generation Z,"13,19,16,45,686",5100
Jamaica,2011,15-24 years,13361,female,1,262579,0.38,Millenials,"14,43,99,10,353",5552
Jamaica,2011,25-34 years,13356,male,7,206750,3.39,Millenials,"14,43,99,10,353",5552
Jamaica,2011,35-54 years,13362,female,1,346487,0.29,Generation X,"14,43,99,10,353",5552
Jamaica,2011,5-14 years,13359,male,3,263900,1.14,Generation Z,"14,43,99,10,353",5552
Jamaica,2011,55-74 years,13360,female,1,168398,0.59,Boomers,"14,43,99,10,353",5552
Jamaica,2011,75+ years,13353,male,4,49098,8.15,Silent,"14,43,99,10,353",5552
Japan,1985,15-24 years,13372,male,1139,8728500,13.05,Generation X,"13,98,89,27,44,821",12401
Japan,1985,25-34 years,13369,male,1982,8465800,23.41,Boomers,"13,98,89,27,44,821",12401
Japan,1985,35-54 years,13368,male,6962,17833300,39.04,Silent,"13,98,89,27,44,821",12401
Japan,1985,5-14 years,13376,female,26,9041200,0.29,Generation X,"13,98,89,27,44,821",12401
Japan,1985,55-74 years,13367,male,3763,8996900,41.83,G.I. Generation,"13,98,89,27,44,821",12401
Japan,1985,75+ years,13366,female,1553,2862400,54.26,G.I. Generation,"13,98,89,27,44,821",12401
Japan,1986,15-24 years,13386,female,680,8548000,7.96,Generation X,"20,78,95,33,33,674",18288
Japan,1986,25-34 years,13385,female,936,8051000,11.63,Boomers,"20,78,95,33,33,674",18288
Japan,1986,35-54 years,13383,female,2787,18183000,15.33,Silent,"20,78,95,33,33,674",18288
Japan,1986,5-14 years,13388,female,53,8777000,0.6,Generation X,"20,78,95,33,33,674",18288
Japan,1986,55-74 years,13381,female,2877,11355000,25.34,G.I. Generation,"20,78,95,33,33,674",18288
Japan,1986,75+ years,13378,female,1801,3049000,59.07,G.I. Generation,"20,78,95,33,33,674",18288
Japan,1987,15-24 years,13398,female,569,8757000,6.5,Generation X,"25,32,80,85,73,157",22137
Japan,1987,25-34 years,13397,female,782,7874000,9.93,Boomers,"25,32,80,85,73,157",22137
Japan,1987,35-54 years,13395,female,2496,18301000,13.64,Silent,"25,32,80,85,73,157",22137
Japan,1987,5-14 years,13400,female,17,8523000,0.2,Generation X,"25,32,80,85,73,157",22137
Japan,1987,55-74 years,13393,female,2938,11656000,25.21,G.I. Generation,"25,32,80,85,73,157",22137
Japan,1987,75+ years,13390,female,1718,3230000,53.19,G.I. Generation,"25,32,80,85,73,157",22137
Japan,1988,15-24 years,13410,female,583,8959000,6.51,Generation X,"30,71,68,30,13,179",26687
Japan,1988,25-34 years,13409,female,721,7769000,9.28,Boomers,"30,71,68,30,13,179",26687
Japan,1988,35-54 years,13407,female,2438,18354000,13.28,Silent,"30,71,68,30,13,179",26687
Japan,1988,5-14 years,13412,female,30,8248000,0.36,Generation X,"30,71,68,30,13,179",26687
Japan,1988,55-74 years,13405,female,2853,11962000,23.85,G.I. Generation,"30,71,68,30,13,179",26687
Japan,1988,75+ years,13402,female,1865,3398000,54.89,G.I. Generation,"30,71,68,30,13,179",26687
Japan,1989,15-24 years,13420,male,928,9573000,9.69,Generation X,"30,54,91,41,66,263",26389
Japan,1989,25-34 years,13418,male,1582,7931000,19.95,Boomers,"30,54,91,41,66,263",26389
Japan,1989,35-54 years,13416,male,5161,18310000,28.19,Silent,"30,54,91,41,66,263",26389
Japan,1989,5-14 years,13424,female,27,7980000,0.34,Generation X,"30,54,91,41,66,263",26389
Japan,1989,55-74 years,13417,female,2786,12244000,22.75,G.I. Generation,"30,54,91,41,66,263",26389
Japan,1989,75+ years,13414,female,1844,3577000,51.55,G.I. Generation,"30,54,91,41,66,263",26389
Japan,1990,15-24 years,13434,female,434,9143500,4.75,Generation X,"31,32,81,76,52,848",26949
Japan,1990,25-34 years,13433,female,698,7761900,8.99,Boomers,"31,32,81,76,52,848",26949
Japan,1990,35-54 years,13431,female,2184,18325800,11.92,Silent,"31,32,81,76,52,848",26949
Japan,1990,5-14 years,13436,female,17,7764300,0.22,Generation X,"31,32,81,76,52,848",26949
Japan,1990,55-74 years,13429,female,2607,12588300,20.71,G.I. Generation,"31,32,81,76,52,848",26949
Japan,1990,75+ years,13426,female,1814,3736000,48.55,G.I. Generation,"31,32,81,76,52,848",26949
Japan,1991,15-24 years,13444,male,891,9770000,9.12,Generation X,"35,84,42,00,77,101",30688
Japan,1991,25-34 years,13442,male,1419,7830000,18.12,Boomers,"35,84,42,00,77,101",30688
Japan,1991,35-54 years,13443,female,2039,18245000,11.18,Boomers,"35,84,42,00,77,101",30688
Japan,1991,5-14 years,13447,male,22,7928000,0.28,Millenials,"35,84,42,00,77,101",30688
Japan,1991,55-74 years,13441,female,2561,12912000,19.83,Silent,"35,84,42,00,77,101",30688
Japan,1991,75+ years,13438,female,1687,3912000,43.12,G.I. Generation,"35,84,42,00,77,101",30688
Japan,1992,15-24 years,13458,female,440,9292000,4.74,Generation X,"39,08,80,94,63,464",33320
Japan,1992,25-34 years,13457,female,633,7810000,8.1,Boomers,"39,08,80,94,63,464",33320
Japan,1992,35-54 years,13455,female,1998,18131000,11.02,Boomers,"39,08,80,94,63,464",33320
Japan,1992,5-14 years,13460,female,32,7341000,0.44,Millenials,"39,08,80,94,63,464",33320
Japan,1992,55-74 years,13453,female,2555,13232000,19.31,Silent,"39,08,80,94,63,464",33320
Japan,1992,75+ years,13450,female,1702,4072000,41.8,G.I. Generation,"39,08,80,94,63,464",33320
Japan,1993,15-24 years,13468,male,974,9691000,10.05,Generation X,"44,54,14,38,76,947",37832
Japan,1993,25-34 years,13465,male,1473,8120000,18.14,Boomers,"44,54,14,38,76,947",37832
Japan,1993,35-54 years,13467,female,1955,18064000,10.82,Boomers,"44,54,14,38,76,947",37832
Japan,1993,5-14 years,13471,male,32,7513000,0.43,Millenials,"44,54,14,38,76,947",37832
Japan,1993,55-74 years,13466,female,2418,13512000,17.9,Silent,"44,54,14,38,76,947",37832
Japan,1993,75+ years,13462,female,1566,4227000,37.05,G.I. Generation,"44,54,14,38,76,947",37832
Japan,1994,15-24 years,13482,female,463,9111000,5.08,Generation X,"49,07,03,93,84,470",41563
Japan,1994,25-34 years,13481,female,670,8050000,8.32,Boomers,"49,07,03,93,84,470",41563
Japan,1994,35-54 years,13476,male,5439,18084000,30.08,Boomers,"49,07,03,93,84,470",41563
Japan,1994,5-14 years,13484,female,21,6960000,0.3,Millenials,"49,07,03,93,84,470",41563
Japan,1994,55-74 years,13478,female,2314,13742000,16.84,Silent,"49,07,03,93,84,470",41563
Japan,1994,75+ years,13475,female,1538,4368000,35.21,G.I. Generation,"49,07,03,93,84,470",41563
Japan,1995,15-24 years,13494,female,488,8925300,5.47,Generation X,"54,49,11,63,04,981",46043
Japan,1995,25-34 years,13493,female,667,8178700,8.16,Generation X,"54,49,11,63,04,981",46043
Japan,1995,35-54 years,13492,female,1984,17984000,11.03,Boomers,"54,49,11,63,04,981",46043
Japan,1995,5-14 years,13496,female,23,6792300,0.34,Millenials,"54,49,11,63,04,981",46043
Japan,1995,55-74 years,13490,female,2426,14003800,17.32,Silent,"54,49,11,63,04,981",46043
Japan,1995,75+ years,13487,female,1582,4592800,34.45,G.I. Generation,"54,49,11,63,04,981",46043
Japan,1996,15-24 years,13503,male,1036,9147000,11.33,Generation X,"48,33,71,25,42,207",40693
Japan,1996,25-34 years,13501,male,1690,8610000,19.63,Generation X,"48,33,71,25,42,207",40693
Japan,1996,35-54 years,13504,female,1944,17810000,10.92,Boomers,"48,33,71,25,42,207",40693
Japan,1996,5-14 years,13507,male,41,6972000,0.59,Millenials,"48,33,71,25,42,207",40693
Japan,1996,55-74 years,13502,female,2513,14347000,17.52,Silent,"48,33,71,25,42,207",40693
Japan,1996,75+ years,13499,female,1614,4812000,33.54,G.I. Generation,"48,33,71,25,42,207",40693
Japan,1997,15-24 years,13518,female,468,8489000,5.51,Generation X,"44,14,73,28,43,544",37080
Japan,1997,25-34 years,13517,female,798,8575000,9.31,Generation X,"44,14,73,28,43,544",37080
Japan,1997,35-54 years,13515,female,2045,17605000,11.62,Boomers,"44,14,73,28,43,544",37080
Japan,1997,5-14 years,13520,female,19,6494000,0.29,Millenials,"44,14,73,28,43,544",37080
Japan,1997,55-74 years,13514,female,2570,14670000,17.52,Silent,"44,14,73,28,43,544",37080
Japan,1997,75+ years,13512,female,1674,5041000,33.21,G.I. Generation,"44,14,73,28,43,544",37080
Japan,1998,15-24 years,13530,female,612,8231000,7.44,Generation X,"40,32,50,97,60,873",33791
Japan,1998,25-34 years,13529,female,1050,8787000,11.95,Generation X,"40,32,50,97,60,873",33791
Japan,1998,35-54 years,13528,female,2385,17467000,13.65,Boomers,"40,32,50,97,60,873",33791
Japan,1998,5-14 years,13532,female,28,6337000,0.44,Millenials,"40,32,50,97,60,873",33791
Japan,1998,55-74 years,13526,female,3292,14950000,22.02,Silent,"40,32,50,97,60,873",33791
Japan,1998,75+ years,13524,female,2013,5285000,38.09,G.I. Generation,"40,32,50,97,60,873",33791
Japan,1999,15-24 years,13539,male,1385,8383000,16.52,Generation X,"45,62,07,88,22,335",38164
Japan,1999,25-34 years,13537,male,2595,9242000,28.08,Generation X,"45,62,07,88,22,335",38164
Japan,1999,35-54 years,13535,male,8340,17403000,47.92,Boomers,"45,62,07,88,22,335",38164
Japan,1999,5-14 years,13544,female,29,6193000,0.47,Millenials,"45,62,07,88,22,335",38164
Japan,1999,55-74 years,13534,male,7971,13851000,57.55,Silent,"45,62,07,88,22,335",38164
Japan,1999,75+ years,13536,female,1881,5516000,34.1,G.I. Generation,"45,62,07,88,22,335",38164
Japan,2000,15-24 years,13551,male,1273,8063415,15.79,Generation X,"48,87,51,96,60,745",40813
Japan,2000,25-34 years,13553,female,1027,8975013,11.44,Generation X,"48,87,51,96,60,745",40813
Japan,2000,35-54 years,13552,female,2172,17380248,12.5,Boomers,"48,87,51,96,60,745",40813
Japan,2000,5-14 years,13555,male,58,6401260,0.91,Millenials,"48,87,51,96,60,745",40813
Japan,2000,55-74 years,13545,male,7988,14034032,56.92,Silent,"48,87,51,96,60,745",40813
Japan,2000,75+ years,13546,male,1619,3187143,50.8,G.I. Generation,"48,87,51,96,60,745",40813
Japan,2001,15-24 years,13563,male,1146,7856000,14.59,Millenials,"43,03,54,42,59,843",35843
Japan,2001,25-34 years,13565,female,1013,9178000,11.04,Generation X,"43,03,54,42,59,843",35843
Japan,2001,35-54 years,13564,female,2148,17363000,12.37,Boomers,"43,03,54,42,59,843",35843
Japan,2001,5-14 years,13567,male,39,6295000,0.62,Millenials,"43,03,54,42,59,843",35843
Japan,2001,55-74 years,13562,female,2870,15379000,18.66,Silent,"43,03,54,42,59,843",35843
Japan,2001,75+ years,13560,female,1689,6095000,27.71,Silent,"43,03,54,42,59,843",35843
Japan,2002,15-24 years,13578,female,461,7274000,6.34,Millenials,"41,15,11,62,79,070",34239
Japan,2002,25-34 years,13577,female,1005,9124000,11.01,Generation X,"41,15,11,62,79,070",34239
Japan,2002,35-54 years,13570,male,8202,17249000,47.55,Boomers,"41,15,11,62,79,070",34239
Japan,2002,5-14 years,13580,female,12,5917000,0.2,Millenials,"41,15,11,62,79,070",34239
Japan,2002,55-74 years,13569,male,7956,14446000,55.07,Silent,"41,15,11,62,79,070",34239
Japan,2002,75+ years,13572,female,1664,6387000,26.05,Silent,"41,15,11,62,79,070",34239
Japan,2003,15-24 years,13590,female,556,7089000,7.84,Millenials,"44,45,65,80,71,222",36926
Japan,2003,25-34 years,13589,female,1132,9059000,12.5,Generation X,"44,45,65,80,71,222",36926
Japan,2003,35-54 years,13588,female,2227,16840000,13.22,Boomers,"44,45,65,80,71,222",36926
Japan,2003,5-14 years,13592,male,32,6151000,0.52,Millenials,"44,45,65,80,71,222",36926
Japan,2003,55-74 years,13581,male,8409,14889000,56.48,Silent,"44,45,65,80,71,222",36926
Japan,2003,75+ years,13585,female,1643,6676000,24.61,Silent,"44,45,65,80,71,222",36926
Japan,2004,15-24 years,13602,female,579,6905000,8.39,Millenials,"48,15,14,88,54,362",39960
Japan,2004,25-34 years,13601,female,1088,8932000,12.18,Generation X,"48,15,14,88,54,362",39960
Japan,2004,35-54 years,13600,female,2045,16564000,12.35,Boomers,"48,15,14,88,54,362",39960
Japan,2004,5-14 years,13604,female,22,5807000,0.38,Millenials,"48,15,14,88,54,362",39960
Japan,2004,55-74 years,13598,female,2941,16631000,17.68,Silent,"48,15,14,88,54,362",39960
Japan,2004,75+ years,13597,female,1595,6977000,22.86,Silent,"48,15,14,88,54,362",39960
Japan,2005,15-24 years,13610,male,1243,7043709,17.65,Millenials,"47,55,41,06,30,912",39412
Japan,2005,25-34 years,13608,male,2862,8984855,31.85,Generation X,"47,55,41,06,30,912",39412
Japan,2005,35-54 years,13606,male,8073,16566953,48.73,Boomers,"47,55,41,06,30,912",39412
Japan,2005,5-14 years,13616,female,16,5794794,0.28,Millenials,"47,55,41,06,30,912",39412
Japan,2005,55-74 years,13605,male,8005,15797130,50.67,Silent,"47,55,41,06,30,912",39412
Japan,2005,75+ years,13609,female,1600,7307828,21.89,Silent,"47,55,41,06,30,912",39412
Japan,2006,15-24 years,13626,female,635,6548000,9.7,Millenials,"45,30,37,72,24,970",37534
Japan,2006,25-34 years,13625,female,1133,8473000,13.37,Generation X,"45,30,37,72,24,970",37534
Japan,2006,35-54 years,13624,female,2193,16320000,13.44,Boomers,"45,30,37,72,24,970",37534
Japan,2006,5-14 years,13628,female,20,5767000,0.35,Millenials,"45,30,37,72,24,970",37534
Japan,2006,55-74 years,13617,male,7921,16002000,49.5,Silent,"45,30,37,72,24,970",37534
Japan,2006,75+ years,13621,female,1639,7608000,21.54,Silent,"45,30,37,72,24,970",37534
Japan,2007,15-24 years,13638,female,596,6430000,9.27,Millenials,"45,15,26,45,14,431",37408
Japan,2007,25-34 years,13637,female,1084,8212000,13.2,Generation X,"45,15,26,45,14,431",37408
Japan,2007,35-54 years,13636,female,2303,16325000,14.11,Boomers,"45,15,26,45,14,431",37408
Japan,2007,5-14 years,13639,male,31,6027000,0.51,Generation Z,"45,15,26,45,14,431",37408
Japan,2007,55-74 years,13635,female,3108,17338000,17.93,Silent,"45,15,26,45,14,431",37408
Japan,2007,75+ years,13633,female,1691,7913000,21.37,Silent,"45,15,26,45,14,431",37408
Japan,2008,15-24 years,13650,female,652,6293000,10.36,Millenials,"50,37,90,84,65,114",41773
Japan,2008,25-34 years,13648,female,1203,7933000,15.16,Generation X,"50,37,90,84,65,114",41773
Japan,2008,35-54 years,13642,male,7344,16657000,44.09,Boomers,"50,37,90,84,65,114",41773
Japan,2008,5-14 years,13652,female,18,5689000,0.32,Generation Z,"50,37,90,84,65,114",41773
Japan,2008,55-74 years,13641,male,7894,16197000,48.74,Silent,"50,37,90,84,65,114",41773
Japan,2008,75+ years,13645,female,1673,8207000,20.39,Silent,"50,37,90,84,65,114",41773
Japan,2009,15-24 years,13662,female,605,6163000,9.82,Millenials,"52,31,38,26,74,594",43415
Japan,2009,25-34 years,13660,female,1085,7679000,14.13,Generation X,"52,31,38,26,74,594",43415
Japan,2009,35-54 years,13661,female,2328,16517000,14.09,Boomers,"52,31,38,26,74,594",43415
Japan,2009,5-14 years,13664,female,21,5627000,0.37,Generation Z,"52,31,38,26,74,594",43415
Japan,2009,55-74 years,13659,female,2820,17413000,16.19,Silent,"52,31,38,26,74,594",43415
Japan,2009,75+ years,13658,female,1649,8488000,19.43,Silent,"52,31,38,26,74,594",43415
Japan,2010,15-24 years,13669,male,1315,6324856,20.79,Millenials,"57,00,09,81,14,744",47059
Japan,2010,25-34 years,13668,male,2543,7822984,32.51,Generation X,"57,00,09,81,14,744",47059
Japan,2010,35-54 years,13666,male,7351,17131261,42.91,Generation X,"57,00,09,81,14,744",47059
Japan,2010,5-14 years,13676,female,21,5578687,0.38,Generation Z,"57,00,09,81,14,744",47059
Japan,2010,55-74 years,13665,male,7466,16402437,45.52,Silent,"57,00,09,81,14,744",47059
Japan,2010,75+ years,13667,male,2188,5345432,40.93,Silent,"57,00,09,81,14,744",47059
Japan,2011,15-24 years,13686,female,616,5931000,10.39,Millenials,"61,57,45,95,94,824",50919
Japan,2011,25-34 years,13685,female,1112,7314000,15.2,Millenials,"61,57,45,95,94,824",50919
Japan,2011,35-54 years,13684,female,2598,16861000,15.41,Generation X,"61,57,45,95,94,824",50919
Japan,2011,5-14 years,13688,female,22,5519000,0.4,Generation Z,"61,57,45,95,94,824",50919
Japan,2011,55-74 years,13683,female,2883,17447000,16.52,Boomers,"61,57,45,95,94,824",50919
Japan,2011,75+ years,13682,female,1754,9092000,19.29,Silent,"61,57,45,95,94,824",50919
Japan,2012,15-24 years,13698,female,495,5873000,8.43,Millenials,"62,03,21,31,21,334",51379
Japan,2012,25-34 years,13697,female,931,7110000,13.09,Millenials,"62,03,21,31,21,334",51379
Japan,2012,35-54 years,13696,female,2242,16937000,13.24,Generation X,"62,03,21,31,21,334",51379
Japan,2012,5-14 years,13700,female,20,5458000,0.37,Generation Z,"62,03,21,31,21,334",51379
Japan,2012,55-74 years,13695,female,2636,17342000,15.2,Boomers,"62,03,21,31,21,334",51379
Japan,2012,75+ years,13694,female,1612,9362000,17.22,Silent,"62,03,21,31,21,334",51379
Japan,2013,15-24 years,13710,female,467,5834000,8,Millenials,"51,55,71,70,56,271",42781
Japan,2013,25-34 years,13709,female,850,6913000,12.3,Millenials,"51,55,71,70,56,271",42781
Japan,2013,35-54 years,13708,female,2242,16974000,13.21,Generation X,"51,55,71,70,56,271",42781
Japan,2013,5-14 years,13712,female,34,5398000,0.63,Generation Z,"51,55,71,70,56,271",42781
Japan,2013,55-74 years,13703,male,5908,16202000,36.46,Boomers,"51,55,71,70,56,271",42781
Japan,2013,75+ years,13706,female,1713,9588000,17.87,Silent,"51,55,71,70,56,271",42781
Japan,2014,15-24 years,13717,male,1180,6110000,19.31,Millenials,"48,50,41,35,36,038",40328
Japan,2014,25-34 years,13716,male,2131,7007000,30.41,Millenials,"48,50,41,35,36,038",40328
Japan,2014,35-54 years,13715,male,5710,17365000,32.88,Generation X,"48,50,41,35,36,038",40328
Japan,2014,5-14 years,13724,female,34,5334000,0.64,Generation Z,"48,50,41,35,36,038",40328
Japan,2014,55-74 years,13719,female,2512,17288000,14.53,Boomers,"48,50,41,35,36,038",40328
Japan,2014,75+ years,13718,female,1587,9761000,16.26,Silent,"48,50,41,35,36,038",40328
Japan,2015,15-24 years,13734,female,408,5772938,7.07,Millenials,"43,94,97,77,52,878",36510
Japan,2015,25-34 years,13733,female,685,6614211,10.36,Millenials,"43,94,97,77,52,878",36510
Japan,2015,35-54 years,13732,female,2024,16991218,11.91,Generation X,"43,94,97,77,52,878",36510
Japan,2015,5-14 years,13736,female,28,5287719,0.53,Generation Z,"43,94,97,77,52,878",36510
Japan,2015,55-74 years,13731,female,2292,17232482,13.3,Boomers,"43,94,97,77,52,878",36510
Japan,2015,75+ years,13730,female,1509,9983066,15.12,Silent,"43,94,97,77,52,878",36510
Kazakhstan,1990,15-24 years,13742,male,375,1425100,26.31,Generation X,"26,93,27,28,899",1823
Kazakhstan,1990,25-34 years,13740,male,602,1455200,41.37,Boomers,"26,93,27,28,899",1823
Kazakhstan,1990,35-54 years,13745,female,225,1845400,12.19,Silent,"26,93,27,28,899",1823
Kazakhstan,1990,5-14 years,13747,male,53,1698000,3.12,Generation X,"26,93,27,28,899",1823
Kazakhstan,1990,55-74 years,13739,male,356,706400,50.4,G.I. Generation,"26,93,27,28,899",1823
Kazakhstan,1990,75+ years,13741,female,85,291100,29.2,G.I. Generation,"26,93,27,28,899",1823
Kazakhstan,1991,15-24 years,13754,male,405,1438500,28.15,Generation X,"24,88,11,35,586",1664
Kazakhstan,1991,25-34 years,13752,male,621,1441200,43.09,Boomers,"24,88,11,35,586",1664
Kazakhstan,1991,35-54 years,13750,male,866,1769600,48.94,Boomers,"24,88,11,35,586",1664
Kazakhstan,1991,5-14 years,13759,male,66,1721900,3.83,Millenials,"24,88,11,35,586",1664
Kazakhstan,1991,55-74 years,13751,male,354,741600,47.73,Silent,"24,88,11,35,586",1664
Kazakhstan,1991,75+ years,13749,male,74,101600,72.83,G.I. Generation,"24,88,11,35,586",1664
Kazakhstan,1992,15-24 years,13765,male,453,1459100,31.05,Generation X,"24,90,69,39,560",1644
Kazakhstan,1992,25-34 years,13764,male,676,1421100,47.57,Boomers,"24,90,69,39,560",1644
Kazakhstan,1992,35-54 years,13762,male,925,1794700,51.54,Boomers,"24,90,69,39,560",1644
Kazakhstan,1992,5-14 years,13771,male,63,1751600,3.6,Millenials,"24,90,69,39,560",1644
Kazakhstan,1992,55-74 years,13763,male,390,785400,49.66,Silent,"24,90,69,39,560",1644
Kazakhstan,1992,75+ years,13761,male,64,101800,62.87,G.I. Generation,"24,90,69,39,560",1644
Kazakhstan,1993,15-24 years,13777,male,574,1474700,38.92,Generation X,"23,40,90,27,476",1527
Kazakhstan,1993,25-34 years,13776,male,772,1395600,55.32,Boomers,"23,40,90,27,476",1527
Kazakhstan,1993,35-54 years,13775,male,1146,1825900,62.76,Boomers,"23,40,90,27,476",1527
Kazakhstan,1993,5-14 years,13783,male,76,1774700,4.28,Millenials,"23,40,90,27,476",1527
Kazakhstan,1993,55-74 years,13774,male,545,830100,65.65,Silent,"23,40,90,27,476",1527
Kazakhstan,1993,75+ years,13773,male,77,103700,74.25,G.I. Generation,"23,40,90,27,476",1527
Kazakhstan,1994,15-24 years,13789,male,520,1442200,36.06,Generation X,"21,25,08,39,258",1395
Kazakhstan,1994,25-34 years,13788,male,735,1342400,54.75,Boomers,"21,25,08,39,258",1395
Kazakhstan,1994,35-54 years,13787,male,1246,1861800,66.92,Boomers,"21,25,08,39,258",1395
Kazakhstan,1994,5-14 years,13795,male,50,1784600,2.8,Millenials,"21,25,08,39,258",1395
Kazakhstan,1994,55-74 years,13791,female,198,1201100,16.48,Silent,"21,25,08,39,258",1395
Kazakhstan,1994,75+ years,13785,male,94,90300,104.1,G.I. Generation,"21,25,08,39,258",1395
Kazakhstan,1995,15-24 years,13805,female,145,1412600,10.26,Generation X,"20,37,43,07,047",1359
Kazakhstan,1995,25-34 years,13806,female,130,1271500,10.22,Generation X,"20,37,43,07,047",1359
Kazakhstan,1995,35-54 years,13804,female,216,1901900,11.36,Boomers,"20,37,43,07,047",1359
Kazakhstan,1995,5-14 years,13807,male,61,1736100,3.51,Millenials,"20,37,43,07,047",1359
Kazakhstan,1995,55-74 years,13803,female,208,1205800,17.25,Silent,"20,37,43,07,047",1359
Kazakhstan,1995,75+ years,13802,female,86,267600,32.14,G.I. Generation,"20,37,43,07,047",1359
Kazakhstan,1996,15-24 years,13813,male,635,1405800,45.17,Generation X,"21,03,53,57,833",1452
Kazakhstan,1996,25-34 years,13812,male,879,1243300,70.7,Generation X,"21,03,53,57,833",1452
Kazakhstan,1996,35-54 years,13809,male,1630,1753600,92.95,Boomers,"21,03,53,57,833",1452
Kazakhstan,1996,5-14 years,13819,male,57,1682200,3.39,Millenials,"21,03,53,57,833",1452
Kazakhstan,1996,55-74 years,13810,male,731,836900,87.35,Silent,"21,03,53,57,833",1452
Kazakhstan,1996,75+ years,13811,male,64,80400,79.6,G.I. Generation,"21,03,53,57,833",1452
Kazakhstan,1997,15-24 years,13825,male,651,1401300,46.46,Generation X,"22,16,59,32,063",1540
Kazakhstan,1997,25-34 years,13830,female,131,1152200,11.37,Generation X,"22,16,59,32,063",1540
Kazakhstan,1997,35-54 years,13822,male,1577,1766200,89.29,Boomers,"22,16,59,32,063",1540
Kazakhstan,1997,5-14 years,13832,female,16,1623000,0.99,Millenials,"22,16,59,32,063",1540
Kazakhstan,1997,55-74 years,13821,male,740,822400,89.98,Silent,"22,16,59,32,063",1540
Kazakhstan,1997,75+ years,13824,male,50,78400,63.78,G.I. Generation,"22,16,59,32,063",1540
Kazakhstan,1998,15-24 years,13837,male,594,1343300,44.22,Generation X,"22,13,52,45,413",1599
Kazakhstan,1998,25-34 years,13840,female,138,1103400,12.51,Generation X,"22,13,52,45,413",1599
Kazakhstan,1998,35-54 years,13834,male,1459,1724400,84.61,Boomers,"22,13,52,45,413",1599
Kazakhstan,1998,5-14 years,13843,male,54,1585500,3.41,Millenials,"22,13,52,45,413",1599
Kazakhstan,1998,55-74 years,13839,female,160,1090300,14.67,Silent,"22,13,52,45,413",1599
Kazakhstan,1998,75+ years,13835,male,58,74500,77.85,G.I. Generation,"22,13,52,45,413",1599
Kazakhstan,1999,15-24 years,13849,male,609,1349400,45.13,Generation X,"16,87,08,17,135",1225
Kazakhstan,1999,25-34 years,13848,male,717,1131600,63.36,Generation X,"16,87,08,17,135",1225
Kazakhstan,1999,35-54 years,13846,male,1331,1761800,75.55,Boomers,"16,87,08,17,135",1225
Kazakhstan,1999,5-14 years,13855,male,49,1555400,3.15,Millenials,"16,87,08,17,135",1225
Kazakhstan,1999,55-74 years,13845,male,567,727800,77.91,Silent,"16,87,08,17,135",1225
Kazakhstan,1999,75+ years,13847,male,55,75400,72.94,G.I. Generation,"16,87,08,17,135",1225
Kazakhstan,2000,15-24 years,13864,female,169,1375343,12.29,Generation X,"18,29,19,90,619",1328
Kazakhstan,2000,25-34 years,13866,female,122,1089854,11.19,Generation X,"18,29,19,90,619",1328
Kazakhstan,2000,35-54 years,13865,female,234,1959602,11.94,Boomers,"18,29,19,90,619",1328
Kazakhstan,2000,5-14 years,13868,female,18,1486628,1.21,Millenials,"18,29,19,90,619",1328
Kazakhstan,2000,55-74 years,13863,female,147,1005027,14.63,Silent,"18,29,19,90,619",1328
Kazakhstan,2000,75+ years,13860,male,47,77972,60.28,G.I. Generation,"18,29,19,90,619",1328
Kazakhstan,2001,15-24 years,13873,male,660,1365580,48.33,Millenials,"22,15,26,94,162",1608
Kazakhstan,2001,25-34 years,13871,male,843,1117605,75.43,Generation X,"22,15,26,94,162",1608
Kazakhstan,2001,35-54 years,13869,male,1519,1807120,84.06,Boomers,"22,15,26,94,162",1608
Kazakhstan,2001,5-14 years,13880,female,21,1455622,1.44,Millenials,"22,15,26,94,162",1608
Kazakhstan,2001,55-74 years,13870,male,582,718503,81,Silent,"22,15,26,94,162",1608
Kazakhstan,2001,75+ years,13872,male,51,82044,62.16,Silent,"22,15,26,94,162",1608
Kazakhstan,2002,15-24 years,13885,male,621,1414530,43.9,Millenials,"24,63,65,93,223",1788
Kazakhstan,2002,25-34 years,13883,male,825,1128226,73.12,Generation X,"24,63,65,93,223",1788
Kazakhstan,2002,35-54 years,13882,male,1414,1837817,76.94,Boomers,"24,63,65,93,223",1788
Kazakhstan,2002,5-14 years,13891,male,67,1424722,4.7,Millenials,"24,63,65,93,223",1788
Kazakhstan,2002,55-74 years,13887,female,119,996301,11.94,Silent,"24,63,65,93,223",1788
Kazakhstan,2002,75+ years,13886,female,52,247685,20.99,Silent,"24,63,65,93,223",1788
Kazakhstan,2003,15-24 years,13897,male,652,1449082,44.99,Millenials,"30,83,36,99,703",2232
Kazakhstan,2003,25-34 years,13893,male,938,1141761,82.15,Generation X,"30,83,36,99,703",2232
Kazakhstan,2003,35-54 years,13895,male,1386,1855662,74.69,Boomers,"30,83,36,99,703",2232
Kazakhstan,2003,5-14 years,13903,male,67,1368679,4.9,Millenials,"30,83,36,99,703",2232
Kazakhstan,2003,55-74 years,13894,male,530,702817,75.41,Silent,"30,83,36,99,703",2232
Kazakhstan,2003,75+ years,13896,male,60,99171,60.5,Silent,"30,83,36,99,703",2232
Kazakhstan,2004,15-24 years,13909,male,735,1480125,49.66,Millenials,"43,15,16,47,003",3110
