country,year,age,sex,suicides/100k pop
Seychelles,2008,55-74 years,male,0.0
Seychelles,2008,75+ years,male,0.0
Seychelles,2009,55-74 years,male,22.01
Seychelles,2009,35-54 years,male,21.8
Seychelles,2009,15-24 years,female,0.0
Seychelles,2009,25-34 years,female,0.0
Seychelles,2009,35-54 years,female,0.0
Seychelles,2009,5-14 years,female,0.0
Seychelles,2009,55-74 years,female,0.0
Seychelles,2009,75+ years,female,0.0
Seychelles,2009,15-24 years,male,0.0
Seychelles,2009,25-34 years,male,0.0
Seychelles,2009,5-14 years,male,0.0
Seychelles,2009,75+ years,male,0.0
Seychelles,2010,35-54 years,male,28.43
Seychelles,2010,25-34 years,male,23.56
Seychelles,2010,15-24 years,female,0.0
Seychelles,2010,25-34 years,female,0.0
Seychelles,2010,35-54 years,female,0.0
Seychelles,2010,5-14 years,female,0.0
Seychelles,2010,55-74 years,female,0.0
Seychelles,2010,75+ years,female,0.0
Seychelles,2010,15-24 years,male,0.0
Seychelles,2010,5-14 years,male,0.0
Seychelles,2010,55-74 years,male,0.0
Seychelles,2010,75+ years,male,0.0
Seychelles,2011,35-54 years,male,22.27
Seychelles,2011,25-34 years,male,15.12
Seychelles,2011,15-24 years,male,13.95
Seychelles,2011,15-24 years,female,0.0
Seychelles,2011,25-34 years,female,0.0
Seychelles,2011,35-54 years,female,0.0
Seychelles,2011,5-14 years,female,0.0
Seychelles,2011,55-74 years,female,0.0
Seychelles,2011,75+ years,female,0.0
Seychelles,2011,5-14 years,male,0.0
Seychelles,2011,55-74 years,male,0.0
Seychelles,2011,75+ years,male,0.0
Seychelles,2012,55-74 years,male,18.39
Seychelles,2012,35-54 years,male,15.11
Seychelles,2012,15-24 years,female,0.0
Seychelles,2012,25-34 years,female,0.0
Seychelles,2012,35-54 years,female,0.0
Seychelles,2012,5-14 years,female,0.0
Seychelles,2012,55-74 years,female,0.0
Seychelles,2012,75+ years,female,0.0
Seychelles,2012,15-24 years,male,0.0
Seychelles,2012,25-34 years,male,0.0
Seychelles,2012,5-14 years,male,0.0
Seychelles,2012,75+ years,male,0.0
Seychelles,2013,55-74 years,male,68.65
Seychelles,2013,25-34 years,male,40.76
Seychelles,2013,15-24 years,male,14.7
Seychelles,2013,35-54 years,male,7.29
Seychelles,2013,15-24 years,female,0.0
Seychelles,2013,25-34 years,female,0.0
Seychelles,2013,35-54 years,female,0.0
Seychelles,2013,5-14 years,female,0.0
Seychelles,2013,55-74 years,female,0.0
Seychelles,2013,75+ years,female,0.0
Seychelles,2013,5-14 years,male,0.0
Seychelles,2013,75+ years,male,0.0
Seychelles,2014,15-24 years,male,15.65
Seychelles,2014,25-34 years,female,13.61
Seychelles,2014,35-54 years,male,7.14
Seychelles,2014,35-54 years,female,6.93
Seychelles,2014,15-24 years,female,0.0
Seychelles,2014,5-14 years,female,0.0
Seychelles,2014,55-74 years,female,0.0
Seychelles,2014,75+ years,female,0.0
Seychelles,2014,25-34 years,male,0.0
Seychelles,2014,5-14 years,male,0.0
Seychelles,2014,55-74 years,male,0.0
Seychelles,2014,75+ years,male,0.0
Seychelles,2015,35-54 years,male,21.11
Seychelles,2015,15-24 years,female,16.79
Seychelles,2015,15-24 years,male,15.64
Seychelles,2015,55-74 years,male,14.49
Seychelles,2015,25-34 years,male,13.22
Seychelles,2015,25-34 years,female,0.0
Seychelles,2015,35-54 years,female,0.0
Seychelles,2015,5-14 years,female,0.0
Seychelles,2015,55-74 years,female,0.0
Seychelles,2015,75+ years,female,0.0
Seychelles,2015,5-14 years,male,0.0
Seychelles,2015,75+ years,male,0.0
Singapore,1985,75+ years,male,144.65
Singapore,1985,75+ years,female,77.55
Singapore,1985,55-74 years,male,31.86
Singapore,1985,55-74 years,female,19.98
Singapore,1985,25-34 years,male,18.54
Singapore,1985,35-54 years,male,16.75
Singapore,1985,25-34 years,female,13.12
Singapore,1985,15-24 years,male,10.07
Singapore,1985,15-24 years,female,9.87
Singapore,1985,35-54 years,female,9.47
Singapore,1985,5-14 years,female,1.5
Singapore,1985,5-14 years,male,0.0
Singapore,1986,75+ years,female,115.38
Singapore,1986,75+ years,male,81.4
Singapore,1986,55-74 years,male,34.98
Singapore,1986,35-54 years,male,17.73
Singapore,1986,25-34 years,male,15.97
Singapore,1986,55-74 years,female,15.56
Singapore,1986,25-34 years,female,12.82
Singapore,1986,15-24 years,male,11.92
Singapore,1986,35-54 years,female,11.42
Singapore,1986,15-24 years,female,6.49
Singapore,1986,5-14 years,male,0.94
Singapore,1986,5-14 years,female,0.0
Singapore,1987,75+ years,male,92.9
Singapore,1987,75+ years,female,57.76
Singapore,1987,55-74 years,male,32.58
Singapore,1987,55-74 years,female,21.92
Singapore,1987,25-34 years,male,16.35
Singapore,1987,35-54 years,male,13.52
Singapore,1987,25-34 years,female,12.98
Singapore,1987,35-54 years,female,10.61
Singapore,1987,15-24 years,male,8.28
Singapore,1987,15-24 years,female,6.66
Singapore,1987,5-14 years,female,0.0
Singapore,1987,5-14 years,male,0.0
Singapore,1988,75+ years,male,138.89
Singapore,1988,75+ years,female,84.91
Singapore,1988,55-74 years,male,32.72
Singapore,1988,35-54 years,male,19.74
Singapore,1988,25-34 years,male,18.06
Singapore,1988,55-74 years,female,16.89
Singapore,1988,15-24 years,male,12.83
Singapore,1988,25-34 years,female,11.91
Singapore,1988,15-24 years,female,10.88
Singapore,1988,35-54 years,female,10.82
Singapore,1988,5-14 years,female,2.06
Singapore,1988,5-14 years,male,0.48
Singapore,1989,75+ years,male,109.65
Singapore,1989,75+ years,female,98.51
Singapore,1989,55-74 years,male,30.3
Singapore,1989,55-74 years,female,23.4
Singapore,1989,35-54 years,male,19.32
Singapore,1989,25-34 years,male,17.2
Singapore,1989,15-24 years,female,15.58
Singapore,1989,25-34 years,female,13.54
Singapore,1989,15-24 years,male,13.51
Singapore,1989,35-54 years,female,12.13
Singapore,1989,5-14 years,male,0.97
Singapore,1989,5-14 years,female,0.0
Singapore,1990,75+ years,male,78.84
Singapore,1990,75+ years,female,64.97
Singapore,1990,55-74 years,male,27.68
Singapore,1990,55-74 years,female,18.35
Singapore,1990,35-54 years,male,17.54
Singapore,1990,25-34 years,male,15.67
Singapore,1990,25-34 years,female,14.86
Singapore,1990,15-24 years,male,13.09
Singapore,1990,35-54 years,female,12.02
Singapore,1990,15-24 years,female,7.54
Singapore,1990,5-14 years,male,0.96
Singapore,1990,5-14 years,female,0.51
Singapore,1991,75+ years,male,64.0
Singapore,1991,75+ years,female,57.22
Singapore,1991,55-74 years,male,26.33
Singapore,1991,55-74 years,female,16.58
Singapore,1991,25-34 years,male,14.61
Singapore,1991,35-54 years,male,14.23
Singapore,1991,15-24 years,male,10.81
Singapore,1991,25-34 years,female,9.57
Singapore,1991,15-24 years,female,7.22
Singapore,1991,35-54 years,female,6.77
Singapore,1991,5-14 years,female,2.04
Singapore,1991,5-14 years,male,0.0
Singapore,1992,75+ years,male,57.69
Singapore,1992,75+ years,female,52.36
Singapore,1992,55-74 years,male,17.68
Singapore,1992,55-74 years,female,17.61
Singapore,1992,25-34 years,male,14.37
Singapore,1992,35-54 years,male,13.22
Singapore,1992,25-34 years,female,9.55
Singapore,1992,15-24 years,male,9.21
Singapore,1992,35-54 years,female,8.18
Singapore,1992,15-24 years,female,4.09
Singapore,1992,5-14 years,male,0.95
Singapore,1992,5-14 years,female,0.51
Singapore,1993,75+ years,male,97.01
Singapore,1993,75+ years,female,50.63
Singapore,1993,55-74 years,male,20.5
Singapore,1993,35-54 years,male,13.32
Singapore,1993,55-74 years,female,13.3
Singapore,1993,25-34 years,male,12.14
Singapore,1993,15-24 years,male,8.47
Singapore,1993,35-54 years,female,6.81
Singapore,1993,25-34 years,female,6.49
Singapore,1993,15-24 years,female,5.97
Singapore,1993,5-14 years,female,0.5
Singapore,1993,5-14 years,male,0.0
Singapore,1994,75+ years,male,87.27
Singapore,1994,75+ years,female,56.79
Singapore,1994,55-74 years,male,23.46
Singapore,1994,55-74 years,female,15.73
Singapore,1994,35-54 years,male,15.71
Singapore,1994,25-34 years,male,12.02
Singapore,1994,15-24 years,male,10.77
Singapore,1994,35-54 years,female,9.08
Singapore,1994,15-24 years,female,8.78
Singapore,1994,25-34 years,female,5.83
Singapore,1994,5-14 years,female,0.96
Singapore,1994,5-14 years,male,0.45
Singapore,1995,75+ years,male,113.48
Singapore,1995,75+ years,female,57.42
Singapore,1995,55-74 years,male,27.95
Singapore,1995,35-54 years,male,20.13
Singapore,1995,55-74 years,female,16.19
Singapore,1995,35-54 years,female,11.17
Singapore,1995,25-34 years,male,10.83
Singapore,1995,15-24 years,male,10.37
Singapore,1995,15-24 years,female,7.43
Singapore,1995,25-34 years,female,6.91
Singapore,1995,5-14 years,male,0.88
Singapore,1995,5-14 years,female,0.0
Singapore,1996,75+ years,male,90.28
Singapore,1996,75+ years,female,49.3
Singapore,1996,55-74 years,male,12.26
Singapore,1996,25-34 years,male,11.99
Singapore,1996,35-54 years,male,10.52
Singapore,1996,55-74 years,female,10.51
Singapore,1996,15-24 years,male,9.07
Singapore,1996,25-34 years,female,5.88
Singapore,1996,35-54 years,female,4.51
Singapore,1996,15-24 years,female,2.81
Singapore,1996,5-14 years,female,1.38
Singapore,1996,5-14 years,male,0.43
Singapore,1997,75+ years,male,81.36
Singapore,1997,75+ years,female,34.32
Singapore,1997,55-74 years,male,20.44
Singapore,1997,25-34 years,male,15.6
Singapore,1997,35-54 years,male,14.94
Singapore,1997,25-34 years,female,10.02
Singapore,1997,55-74 years,female,9.67
Singapore,1997,35-54 years,female,7.0
Singapore,1997,15-24 years,male,6.86
Singapore,1997,15-24 years,female,4.73
Singapore,1997,5-14 years,male,1.26
Singapore,1997,5-14 years,female,0.45
Singapore,1998,75+ years,male,66.23
Singapore,1998,75+ years,female,44.44
Singapore,1998,55-74 years,male,24.9
Singapore,1998,55-74 years,female,18.32
Singapore,1998,25-34 years,male,14.58
Singapore,1998,35-54 years,male,13.38
Singapore,1998,15-24 years,male,10.18
Singapore,1998,25-34 years,female,8.24
Singapore,1998,15-24 years,female,7.16
Singapore,1998,35-54 years,female,6.7
Singapore,1998,5-14 years,male,1.23
Singapore,1998,5-14 years,female,0.0
Singapore,1999,75+ years,male,66.88
Singapore,1999,55-74 years,male,23.08
Singapore,1999,75+ years,female,17.35
Singapore,1999,35-54 years,male,14.01
Singapore,1999,25-34 years,male,11.18
Singapore,1999,55-74 years,female,8.09
Singapore,1999,35-54 years,female,7.4
Singapore,1999,15-24 years,male,7.0
Singapore,1999,25-34 years,female,5.52
Singapore,1999,15-24 years,female,3.86
Singapore,1999,5-14 years,female,1.28
Singapore,1999,5-14 years,male,0.8
Singapore,2000,75+ years,male,49.08
Singapore,2000,55-74 years,male,25.37
Singapore,2000,75+ years,female,23.21
Singapore,2000,35-54 years,male,15.65
Singapore,2000,25-34 years,male,12.54
Singapore,2000,35-54 years,female,8.03
Singapore,2000,55-74 years,female,7.94
Singapore,2000,15-24 years,female,7.68
Singapore,2000,15-24 years,male,6.51
Singapore,2000,25-34 years,female,5.94
Singapore,2000,5-14 years,male,1.97
Singapore,2000,5-14 years,female,0.42
Singapore,2001,75+ years,male,51.72
Singapore,2001,75+ years,female,23.9
Singapore,2001,55-74 years,male,20.53
Singapore,2001,25-34 years,male,16.18
Singapore,2001,35-54 years,male,11.34
Singapore,2001,15-24 years,male,9.71
Singapore,2001,55-74 years,female,9.62
Singapore,2001,35-54 years,female,7.77
Singapore,2001,15-24 years,female,7.65
Singapore,2001,25-34 years,female,7.4
Singapore,2001,5-14 years,male,1.16
Singapore,2001,5-14 years,female,0.82
Singapore,2002,75+ years,male,51.08
Singapore,2002,75+ years,female,35.45
Singapore,2002,55-74 years,male,15.98
Singapore,2002,35-54 years,male,14.94
Singapore,2002,25-34 years,male,14.29
Singapore,2002,15-24 years,female,9.54
Singapore,2002,35-54 years,female,9.02
Singapore,2002,55-74 years,female,8.17
Singapore,2002,25-34 years,female,6.99
Singapore,2002,15-24 years,male,6.93
Singapore,2002,5-14 years,female,0.0
Singapore,2002,5-14 years,male,0.0
Singapore,2003,75+ years,male,55.84
Singapore,2003,75+ years,female,28.07
Singapore,2003,55-74 years,male,17.82
Singapore,2003,25-34 years,male,14.4
Singapore,2003,35-54 years,male,12.83
Singapore,2003,55-74 years,female,11.17
Singapore,2003,15-24 years,male,10.84
Singapore,2003,35-54 years,female,7.16
Singapore,2003,25-34 years,female,6.98
Singapore,2003,15-24 years,female,6.07
Singapore,2003,5-14 years,female,0.8
Singapore,2003,5-14 years,male,0.76
Singapore,2004,75+ years,male,57.01
Singapore,2004,75+ years,female,22.99
Singapore,2004,55-74 years,male,19.84
Singapore,2004,35-54 years,male,14.54
Singapore,2004,55-74 years,female,12.98
Singapore,2004,25-34 years,male,12.92
Singapore,2004,35-54 years,female,8.7
Singapore,2004,25-34 years,female,6.25
Singapore,2004,15-24 years,male,5.69
Singapore,2004,15-24 years,female,4.54
Singapore,2004,5-14 years,female,1.64
Singapore,2004,5-14 years,male,0.38
Singapore,2005,75+ years,male,72.4
Singapore,2005,55-74 years,male,22.86
Singapore,2005,75+ years,female,17.13
Singapore,2005,35-54 years,male,16.34
Singapore,2005,25-34 years,male,13.93
Singapore,2005,55-74 years,female,10.4
Singapore,2005,35-54 years,female,8.27
Singapore,2005,15-24 years,male,6.84
Singapore,2005,15-24 years,female,5.76
Singapore,2005,25-34 years,female,5.18
Singapore,2005,5-14 years,female,1.22
Singapore,2005,5-14 years,male,0.0
Singapore,2006,75+ years,male,29.98
Singapore,2006,75+ years,female,28.11
Singapore,2006,55-74 years,male,22.41
Singapore,2006,35-54 years,male,19.17
Singapore,2006,55-74 years,female,14.26
Singapore,2006,25-34 years,male,9.36
Singapore,2006,35-54 years,female,8.93
Singapore,2006,25-34 years,female,8.2
Singapore,2006,15-24 years,male,6.24
Singapore,2006,15-24 years,female,1.29
Singapore,2006,5-14 years,female,0.41
Singapore,2006,5-14 years,male,0.39
Singapore,2007,75+ years,male,60.0
Singapore,2007,75+ years,female,24.89
Singapore,2007,55-74 years,male,15.36
Singapore,2007,55-74 years,female,14.19
Singapore,2007,35-54 years,male,12.64
Singapore,2007,25-34 years,male,10.63
Singapore,2007,15-24 years,male,9.91
Singapore,2007,35-54 years,female,7.56
Singapore,2007,25-34 years,female,6.3
Singapore,2007,15-24 years,female,4.28
Singapore,2007,5-14 years,female,0.0
Singapore,2007,5-14 years,male,0.0
Singapore,2008,75+ years,male,58.95
Singapore,2008,75+ years,female,18.11
Singapore,2008,55-74 years,male,17.36
Singapore,2008,35-54 years,male,15.11
Singapore,2008,25-34 years,male,10.15
Singapore,2008,55-74 years,female,9.77
Singapore,2008,35-54 years,female,7.3
Singapore,2008,25-34 years,female,4.88
Singapore,2008,15-24 years,female,4.57
Singapore,2008,15-24 years,male,3.64
Singapore,2008,5-14 years,male,0.41
Singapore,2008,5-14 years,female,0.0
Singapore,2009,75+ years,male,43.65
Singapore,2009,75+ years,female,23.72
Singapore,2009,55-74 years,male,16.67
Singapore,2009,35-54 years,male,15.88
Singapore,2009,25-34 years,male,14.93
Singapore,2009,55-74 years,female,10.53
Singapore,2009,15-24 years,male,8.25
Singapore,2009,35-54 years,female,6.38
Singapore,2009,15-24 years,female,4.4
Singapore,2009,25-34 years,female,3.03
Singapore,2009,5-14 years,female,1.31
Singapore,2009,5-14 years,male,0.83
Singapore,2010,75+ years,male,50.66
Singapore,2010,55-74 years,male,15.2
Singapore,2010,35-54 years,male,15.04
Singapore,2010,75+ years,female,14.83
Singapore,2010,55-74 years,female,8.51
Singapore,2010,25-34 years,male,7.29
Singapore,2010,35-54 years,female,5.39
Singapore,2010,15-24 years,female,5.14
Singapore,2010,25-34 years,female,4.04
Singapore,2010,15-24 years,male,2.71
Singapore,2010,5-14 years,male,0.42
Singapore,2010,5-14 years,female,0.0
Singapore,2011,75+ years,male,32.2
Singapore,2011,55-74 years,male,20.38
Singapore,2011,75+ years,female,14.23
Singapore,2011,35-54 years,male,13.0
Singapore,2011,55-74 years,female,12.08
Singapore,2011,25-34 years,male,6.69
Singapore,2011,35-54 years,female,5.54
Singapore,2011,15-24 years,female,5.49
Singapore,2011,15-24 years,male,4.6
Singapore,2011,25-34 years,female,2.75
Singapore,2011,5-14 years,female,0.0
Singapore,2011,5-14 years,male,0.0
Singapore,2012,75+ years,male,36.02
Singapore,2012,55-74 years,male,25.82
Singapore,2012,75+ years,female,17.22
Singapore,2012,35-54 years,male,14.33
Singapore,2012,35-54 years,female,10.43
Singapore,2012,55-74 years,female,9.55
Singapore,2012,25-34 years,male,8.34
Singapore,2012,15-24 years,male,7.18
Singapore,2012,15-24 years,female,6.57
Singapore,2012,25-34 years,female,5.24
Singapore,2012,5-14 years,female,0.47
Singapore,2012,5-14 years,male,0.45
Singapore,2013,75+ years,male,40.55
Singapore,2013,55-74 years,male,22.69
Singapore,2013,75+ years,female,15.35
Singapore,2013,35-54 years,male,12.5
Singapore,2013,15-24 years,male,11.36
Singapore,2013,25-34 years,male,10.93
Singapore,2013,55-74 years,female,7.8
Singapore,2013,35-54 years,female,6.34
Singapore,2013,15-24 years,female,5.82
Singapore,2013,25-34 years,female,4.53
Singapore,2013,5-14 years,female,0.0
Singapore,2013,5-14 years,male,0.0
Singapore,2014,75+ years,male,43.81
Singapore,2014,55-74 years,male,25.05
Singapore,2014,35-54 years,male,11.94
Singapore,2014,25-34 years,male,11.18
Singapore,2014,75+ years,female,10.27
Singapore,2014,55-74 years,female,8.49
Singapore,2014,15-24 years,male,7.71
Singapore,2014,35-54 years,female,7.29
Singapore,2014,25-34 years,female,3.11
Singapore,2014,15-24 years,female,1.99
Singapore,2014,5-14 years,female,0.48
Singapore,2014,5-14 years,male,0.46
Singapore,2015,75+ years,male,21.11
Singapore,2015,55-74 years,male,18.07
Singapore,2015,35-54 years,male,13.03
Singapore,2015,75+ years,female,12.55
Singapore,2015,25-34 years,male,11.1
Singapore,2015,15-24 years,male,7.37
Singapore,2015,55-74 years,female,6.72
Singapore,2015,25-34 years,female,6.18
Singapore,2015,15-24 years,female,6.02
Singapore,2015,35-54 years,female,5.71
Singapore,2015,5-14 years,male,0.94
Singapore,2015,5-14 years,female,0.49
Slovakia,1992,75+ years,male,55.61
Slovakia,1992,35-54 years,male,43.85
Slovakia,1992,55-74 years,male,40.64
Slovakia,1992,25-34 years,male,25.42
Slovakia,1992,15-24 years,male,13.19
Slovakia,1992,55-74 years,female,10.99
Slovakia,1992,75+ years,female,10.7
Slovakia,1992,35-54 years,female,6.95
Slovakia,1992,25-34 years,female,4.16
Slovakia,1992,15-24 years,female,1.78
Slovakia,1992,5-14 years,female,0.48
Slovakia,1992,5-14 years,male,0.46
Slovakia,1993,75+ years,male,49.43
Slovakia,1993,35-54 years,male,43.56
Slovakia,1993,55-74 years,male,35.01
Slovakia,1993,25-34 years,male,23.85
Slovakia,1993,15-24 years,male,12.37
Slovakia,1993,75+ years,female,11.1
Slovakia,1993,55-74 years,female,7.32
Slovakia,1993,35-54 years,female,5.28
Slovakia,1993,25-34 years,female,4.23
Slovakia,1993,15-24 years,female,2.73
Slovakia,1993,5-14 years,male,0.46
Slovakia,1993,5-14 years,female,0.0
Slovakia,1994,75+ years,male,48.5
Slovakia,1994,35-54 years,male,37.63
Slovakia,1994,55-74 years,male,36.2
Slovakia,1994,25-34 years,male,21.94
Slovakia,1994,15-24 years,male,14.64
Slovakia,1994,75+ years,female,7.36
Slovakia,1994,35-54 years,female,6.96
Slovakia,1994,55-74 years,female,5.79
Slovakia,1994,15-24 years,female,2.76
Slovakia,1994,25-34 years,female,2.12
Slovakia,1994,5-14 years,male,0.9
Slovakia,1994,5-14 years,female,0.24
Slovakia,1995,75+ years,male,54.46
Slovakia,1995,55-74 years,male,39.2
Slovakia,1995,35-54 years,male,38.05
Slovakia,1995,25-34 years,male,24.38
Slovakia,1995,15-24 years,male,12.6
Slovakia,1995,55-74 years,female,8.04
Slovakia,1995,35-54 years,female,6.45
Slovakia,1995,75+ years,female,6.35
Slovakia,1995,25-34 years,female,4.79
Slovakia,1995,15-24 years,female,2.03
Slovakia,1995,5-14 years,female,1.2
Slovakia,1995,5-14 years,male,1.15
Slovakia,1996,75+ years,male,41.13
Slovakia,1996,55-74 years,male,37.1
Slovakia,1996,35-54 years,male,33.43
Slovakia,1996,25-34 years,male,23.13
Slovakia,1996,15-24 years,male,13.28
Slovakia,1996,75+ years,female,7.61
Slovakia,1996,35-54 years,female,6.77
Slovakia,1996,55-74 years,female,6.18
Slovakia,1996,25-34 years,female,2.4
Slovakia,1996,5-14 years,male,1.87
Slovakia,1996,15-24 years,female,1.11
Slovakia,1996,5-14 years,female,0.49
Slovakia,1997,75+ years,male,43.07
Slovakia,1997,35-54 years,male,35.24
Slovakia,1997,55-74 years,male,31.75
Slovakia,1997,25-34 years,male,18.12
Slovakia,1997,15-24 years,male,9.76
Slovakia,1997,75+ years,female,9.37
Slovakia,1997,55-74 years,female,6.61
Slovakia,1997,35-54 years,female,5.88
Slovakia,1997,15-24 years,female,2.2
Slovakia,1997,25-34 years,female,1.86
Slovakia,1997,5-14 years,male,0.24
Slovakia,1997,5-14 years,female,0.0
Slovakia,1998,35-54 years,male,39.54
Slovakia,1998,75+ years,male,36.18
Slovakia,1998,55-74 years,male,30.19
Slovakia,1998,25-34 years,male,21.01
Slovakia,1998,15-24 years,male,14.38
Slovakia,1998,55-74 years,female,6.21
Slovakia,1998,75+ years,female,6.19
Slovakia,1998,35-54 years,female,5.02
Slovakia,1998,15-24 years,female,1.32
Slovakia,1998,25-34 years,female,1.32
Slovakia,1998,5-14 years,male,0.48
Slovakia,1998,5-14 years,female,0.0
Slovakia,1999,75+ years,male,42.5
Slovakia,1999,55-74 years,male,39.25
Slovakia,1999,35-54 years,male,37.4
Slovakia,1999,25-34 years,male,16.94
Slovakia,1999,15-24 years,male,12.29
Slovakia,1999,55-74 years,female,6.21
Slovakia,1999,75+ years,female,5.94
Slovakia,1999,35-54 years,female,5.74
Slovakia,1999,25-34 years,female,2.59
Slovakia,1999,15-24 years,female,1.98
Slovakia,1999,5-14 years,male,1.24
Slovakia,1999,5-14 years,female,0.0
Slovakia,2000,75+ years,male,42.6
Slovakia,2000,55-74 years,male,36.41
Slovakia,2000,35-54 years,male,35.72
Slovakia,2000,25-34 years,male,20.59
Slovakia,2000,15-24 years,male,14.07
Slovakia,2000,75+ years,female,9.57
Slovakia,2000,35-54 years,female,8.25
Slovakia,2000,55-74 years,female,8.05
Slovakia,2000,15-24 years,female,2.0
Slovakia,2000,25-34 years,female,1.78
Slovakia,2000,5-14 years,male,0.77
Slovakia,2000,5-14 years,female,0.27
Slovakia,2001,75+ years,male,42.98
Slovakia,2001,35-54 years,male,35.83
Slovakia,2001,55-74 years,male,30.98
Slovakia,2001,25-34 years,male,22.85
Slovakia,2001,15-24 years,male,13.04
Slovakia,2001,75+ years,female,8.85
Slovakia,2001,35-54 years,female,7.05
Slovakia,2001,55-74 years,female,5.17
Slovakia,2001,25-34 years,female,2.78
Slovakia,2001,15-24 years,female,1.56
Slovakia,2001,5-14 years,male,0.79
Slovakia,2001,5-14 years,female,0.0
Slovakia,2002,75+ years,male,61.04
Slovakia,2002,35-54 years,male,37.52
Slovakia,2002,55-74 years,male,34.03
Slovakia,2002,25-34 years,male,23.18
Slovakia,2002,15-24 years,male,11.26
Slovakia,2002,75+ years,female,9.19
Slovakia,2002,55-74 years,female,5.53
Slovakia,2002,35-54 years,female,4.99
Slovakia,2002,25-34 years,female,2.46
Slovakia,2002,15-24 years,female,2.03
Slovakia,2002,5-14 years,male,0.54
Slovakia,2002,5-14 years,female,0.0
Slovakia,2003,35-54 years,male,44.7
Slovakia,2003,55-74 years,male,35.89
Slovakia,2003,75+ years,male,35.35
Slovakia,2003,25-34 years,male,19.27
Slovakia,2003,15-24 years,male,11.43
Slovakia,2003,55-74 years,female,6.85
Slovakia,2003,35-54 years,female,6.15
Slovakia,2003,75+ years,female,5.37
Slovakia,2003,25-34 years,female,2.4
Slovakia,2003,15-24 years,female,0.91
Slovakia,2003,5-14 years,male,0.84
Slovakia,2003,5-14 years,female,0.0
Slovakia,2004,35-54 years,male,36.78
Slovakia,2004,55-74 years,male,30.65
Slovakia,2004,75+ years,male,29.94
Slovakia,2004,25-34 years,male,18.29
Slovakia,2004,15-24 years,male,12.07
Slovakia,2004,55-74 years,female,6.93
Slovakia,2004,35-54 years,female,6.67
Slovakia,2004,75+ years,female,5.79
Slovakia,2004,25-34 years,female,1.86
Slovakia,2004,15-24 years,female,1.63
Slovakia,2004,5-14 years,male,0.29
Slovakia,2004,5-14 years,female,0.0
Slovakia,2005,75+ years,male,45.25
Slovakia,2005,35-54 years,male,34.97
Slovakia,2005,55-74 years,male,32.55
Slovakia,2005,25-34 years,male,19.41
Slovakia,2005,15-24 years,male,12.95
Slovakia,2005,75+ years,female,6.22
Slovakia,2005,35-54 years,female,5.91
Slovakia,2005,55-74 years,female,4.08
Slovakia,2005,25-34 years,female,2.05
Slovakia,2005,15-24 years,female,1.66
Slovakia,2005,5-14 years,female,0.32
Slovakia,2005,5-14 years,male,0.0
Slovakia,2006,15-24 years,female,0.0
Slovakia,2006,25-34 years,female,0.0
Slovakia,2006,35-54 years,female,0.0
Slovakia,2006,5-14 years,female,0.0
Slovakia,2006,55-74 years,female,0.0
Slovakia,2006,75+ years,female,0.0
Slovakia,2006,15-24 years,male,0.0
Slovakia,2006,25-34 years,male,0.0
Slovakia,2006,35-54 years,male,0.0
Slovakia,2006,5-14 years,male,0.0
Slovakia,2006,55-74 years,male,0.0
Slovakia,2006,75+ years,male,0.0
Slovakia,2007,15-24 years,female,0.0
Slovakia,2007,25-34 years,female,0.0
Slovakia,2007,35-54 years,female,0.0
Slovakia,2007,5-14 years,female,0.0
Slovakia,2007,55-74 years,female,0.0
Slovakia,2007,75+ years,female,0.0
Slovakia,2007,15-24 years,male,0.0
Slovakia,2007,25-34 years,male,0.0
Slovakia,2007,35-54 years,male,0.0
Slovakia,2007,5-14 years,male,0.0
Slovakia,2007,55-74 years,male,0.0
Slovakia,2007,75+ years,male,0.0
Slovakia,2008,55-74 years,male,29.87
Slovakia,2008,75+ years,male,29.22
Slovakia,2008,35-54 years,male,28.59
Slovakia,2008,25-34 years,male,18.4
Slovakia,2008,15-24 years,male,10.05
Slovakia,2008,75+ years,female,6.38
Slovakia,2008,35-54 years,female,4.66
Slovakia,2008,55-74 years,female,4.32
Slovakia,2008,15-24 years,female,1.25
Slovakia,2008,25-34 years,female,1.1
Slovakia,2008,5-14 years,female,0.36
Slovakia,2008,5-14 years,male,0.0
Slovakia,2009,75+ years,male,37.54
Slovakia,2009,55-74 years,male,35.22
Slovakia,2009,35-54 years,male,31.26
Slovakia,2009,25-34 years,male,13.73
Slovakia,2009,15-24 years,male,9.8
Slovakia,2009,55-74 years,female,3.86
Slovakia,2009,35-54 years,female,2.71
Slovakia,2009,75+ years,female,2.62
Slovakia,2009,25-34 years,female,1.32
Slovakia,2009,15-24 years,female,1.02
Slovakia,2009,5-14 years,female,0.0
Slovakia,2009,5-14 years,male,0.0
Slovakia,2010,75+ years,male,35.05
Slovakia,2010,35-54 years,male,30.67
Slovakia,2010,55-74 years,male,30.66
Slovakia,2010,25-34 years,male,16.09
Slovakia,2010,15-24 years,male,10.63
Slovakia,2010,75+ years,female,5.71
Slovakia,2010,35-54 years,female,5.02
Slovakia,2010,55-74 years,female,4.44
Slovakia,2010,15-24 years,female,1.85
Slovakia,2010,25-34 years,female,1.77
Slovakia,2010,5-14 years,male,1.42
Slovakia,2010,5-14 years,female,0.37
Slovakia,2012,75+ years,male,34.28
Slovakia,2012,55-74 years,male,28.37
Slovakia,2012,35-54 years,male,26.18
