data_id,country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
13931,Kazakhstan,2006,male,75+ years,71,116133,61.14,Silent,"81,00,38,84,545",5770.0
11549,Hungary,2006,male,25-34 years,196,820042,23.9,Generation X,"1,15,29,51,99,392",12021.0
11547,Hungary,2006,male,55-74 years,550,917547,59.94,Silent,"1,15,29,51,99,392",12021.0
11546,Hungary,2006,male,35-54 years,825,1366901,60.36,Boomers,"1,15,29,51,99,392",12021.0
14374,Kuwait,2006,male,35-54 years,14,432150,3.24,Boomers,"1,01,55,06,54,721",46890.0
14375,Kuwait,2006,female,25-34 years,5,215556,2.32,Generation X,"1,01,55,06,54,721",46890.0
841,Argentina,2006,male,75+ years,246,620010,39.68,Silent,"2,32,55,72,60,817",6475.0
842,Argentina,2006,male,15-24 years,656,3357424,19.54,Millenials,"2,32,55,72,60,817",6475.0
843,Argentina,2006,male,55-74 years,487,2540712,19.17,Silent,"2,32,55,72,60,817",6475.0
11548,Hungary,2006,female,75+ years,118,469796,25.12,Silent,"1,15,29,51,99,392",12021.0
13930,Kazakhstan,2006,male,35-54 years,1225,1915309,63.96,Boomers,"81,00,38,84,545",5770.0
13929,Kazakhstan,2006,male,25-34 years,944,1189058,79.39,Generation X,"81,00,38,84,545",5770.0
9603,Georgia,2006,male,75+ years,4,79200,5.05,Silent,"7,74,54,06,201",1859.0
7295,Czech Republic,2006,female,55-74 years,90,1193318,7.54,Silent,"1,55,46,38,07,113",15896.0
7294,Czech Republic,2006,female,75+ years,41,430258,9.53,Silent,"1,55,46,38,07,113",15896.0
7293,Czech Republic,2006,male,15-24 years,101,690682,14.62,Millenials,"1,55,46,38,07,113",15896.0
2542,Bahamas,2006,male,35-54 years,1,44490,2.25,Boomers,"10,16,72,50,000",32957.0
2541,Bahamas,2006,male,15-24 years,1,29472,3.39,Millenials,"10,16,72,50,000",32957.0
7292,Czech Republic,2006,male,25-34 years,155,884745,17.52,Generation X,"1,55,46,38,07,113",15896.0
9607,Georgia,2006,male,15-24 years,7,366350,1.91,Millenials,"7,74,54,06,201",1859.0
9606,Georgia,2006,male,35-54 years,18,574450,3.13,Boomers,"7,74,54,06,201",1859.0
9605,Georgia,2006,male,25-34 years,13,313300,4.15,Generation X,"7,74,54,06,201",1859.0
6967,Cyprus,2006,male,55-74 years,5,64866,7.71,Silent,"20,40,37,13,461",28600.0
6968,Cyprus,2006,male,25-34 years,4,53856,7.43,Generation X,"20,40,37,13,461",28600.0
6969,Cyprus,2006,female,55-74 years,3,69357,4.33,Silent,"20,40,37,13,461",28600.0
23414,South Africa,2006,female,75+ years,5,455513,1.1,Silent,"2,71,81,10,88,781",6166.0
6971,Cyprus,2006,male,35-54 years,2,100123,2.0,Boomers,"20,40,37,13,461",28600.0
6972,Cyprus,2006,female,25-34 years,1,57514,1.74,Generation X,"20,40,37,13,461",28600.0
6973,Cyprus,2006,male,15-24 years,1,61353,1.63,Millenials,"20,40,37,13,461",28600.0
9604,Georgia,2006,male,55-74 years,16,335050,4.78,Silent,"7,74,54,06,201",1859.0
844,Argentina,2006,male,25-34 years,483,3068991,15.74,Generation X,"2,32,55,72,60,817",6475.0
7296,Czech Republic,2006,female,35-54 years,95,1401646,6.78,Boomers,"1,55,46,38,07,113",15896.0
845,Argentina,2006,male,35-54 years,585,4383730,13.34,Boomers,"2,32,55,72,60,817",6475.0
847,Argentina,2006,female,55-74 years,115,2983954,3.85,Silent,"2,32,55,72,60,817",6475.0
7289,Czech Republic,2006,male,75+ years,125,222276,56.24,Silent,"1,55,46,38,07,113",15896.0
27450,Uruguay,2006,male,55-74 years,118,248049,47.57,Silent,"19,57,94,57,966",6362.0
13934,Kazakhstan,2006,female,75+ years,53,282507,18.76,Silent,"81,00,38,84,545",5770.0
13935,Kazakhstan,2006,female,15-24 years,181,1486771,12.17,Millenials,"81,00,38,84,545",5770.0
13936,Kazakhstan,2006,female,55-74 years,106,1047352,10.12,Silent,"81,00,38,84,545",5770.0
13937,Kazakhstan,2006,female,25-34 years,121,1202659,10.06,Generation X,"81,00,38,84,545",5770.0
13938,Kazakhstan,2006,female,35-54 years,190,2121510,8.96,Boomers,"81,00,38,84,545",5770.0
7290,Czech Republic,2006,male,35-54 years,459,1426930,32.17,Boomers,"1,55,46,38,07,113",15896.0
13939,Kazakhstan,2006,male,5-14 years,68,1234397,5.51,Millenials,"81,00,38,84,545",5770.0
26730,United Kingdom,2006,male,25-34 years,562,3940414,14.26,Generation X,"26,92,61,26,95,492",47163.0
850,Argentina,2006,female,75+ years,31,1132977,2.74,Silent,"2,32,55,72,60,817",6475.0
851,Argentina,2006,male,5-14 years,39,3527369,1.11,Millenials,"2,32,55,72,60,817",6475.0
26731,United Kingdom,2006,male,55-74 years,656,5891585,11.13,Silent,"26,92,61,26,95,492",47163.0
26732,United Kingdom,2006,male,75+ years,199,1792119,11.1,Silent,"26,92,61,26,95,492",47163.0
13628,Japan,2006,female,5-14 years,20,5767000,0.35,Millenials,"45,30,37,72,24,970",37534.0
13627,Japan,2006,male,5-14 years,57,6066000,0.94,Millenials,"45,30,37,72,24,970",37534.0
13940,Kazakhstan,2006,female,5-14 years,24,1181324,2.03,Millenials,"81,00,38,84,545",5770.0
26729,United Kingdom,2006,male,35-54 years,1457,8462315,17.22,Boomers,"26,92,61,26,95,492",47163.0
25949,Turkmenistan,2006,male,25-34 years,111,382190,29.04,Generation X,"10,27,75,98,152",2397.0
11927,Iceland,2006,male,15-24 years,6,22771,26.35,Millenials,"17,04,86,47,568",60243.0
848,Argentina,2006,female,35-54 years,160,4549471,3.52,Boomers,"2,32,55,72,60,817",6475.0
7291,Czech Republic,2006,male,55-74 years,299,1022887,29.23,Silent,"1,55,46,38,07,113",15896.0
11545,Hungary,2006,male,75+ years,204,227029,89.86,Silent,"1,15,29,51,99,392",12021.0
26423,United Arab Emirates,2006,male,15-24 years,7,595516,1.18,Millenials,"2,22,11,65,41,865",45110.0
26424,United Arab Emirates,2006,female,15-24 years,1,317537,0.31,Millenials,"2,22,11,65,41,865",45110.0
23418,South Africa,2006,female,55-74 years,9,2340680,0.38,Silent,"2,71,81,10,88,781",6166.0
11933,Iceland,2006,female,25-34 years,1,21650,4.62,Generation X,"17,04,86,47,568",60243.0
11932,Iceland,2006,male,25-34 years,2,23135,8.64,Generation X,"17,04,86,47,568",60243.0
11931,Iceland,2006,female,55-74 years,3,23797,12.61,Silent,"17,04,86,47,568",60243.0
11930,Iceland,2006,female,35-54 years,6,40957,14.65,Boomers,"17,04,86,47,568",60243.0
11929,Iceland,2006,male,55-74 years,4,23812,16.8,Silent,"17,04,86,47,568",60243.0
849,Argentina,2006,female,25-34 years,105,3070419,3.42,Generation X,"2,32,55,72,60,817",6475.0
14376,Kuwait,2006,female,55-74 years,1,50864,1.97,Silent,"1,01,55,06,54,721",46890.0
14377,Kuwait,2006,female,35-54 years,3,235105,1.28,Boomers,"1,01,55,06,54,721",46890.0
14378,Kuwait,2006,female,15-24 years,2,182410,1.1,Millenials,"1,01,55,06,54,721",46890.0
14379,Kuwait,2006,male,15-24 years,2,215810,0.93,Millenials,"1,01,55,06,54,721",46890.0
11928,Iceland,2006,male,35-54 years,10,44013,22.72,Boomers,"17,04,86,47,568",60243.0
846,Argentina,2006,female,15-24 years,175,3271703,5.35,Millenials,"2,32,55,72,60,817",6475.0
7297,Czech Republic,2006,female,25-34 years,20,845584,2.37,Generation X,"1,55,46,38,07,113",15896.0
7298,Czech Republic,2006,female,15-24 years,12,658122,1.82,Millenials,"1,55,46,38,07,113",15896.0
7299,Czech Republic,2006,male,5-14 years,3,515573,0.58,Millenials,"1,55,46,38,07,113",15896.0
9610,Georgia,2006,female,25-34 years,3,323850,0.93,Generation X,"7,74,54,06,201",1859.0
26417,United Arab Emirates,2006,female,55-74 years,2,40353,4.96,Silent,"2,22,11,65,41,865",45110.0
26418,United Arab Emirates,2006,male,25-34 years,37,1335454,2.77,Generation X,"2,22,11,65,41,865",45110.0
26419,United Arab Emirates,2006,male,35-54 years,30,1244561,2.41,Boomers,"2,22,11,65,41,865",45110.0
26420,United Arab Emirates,2006,female,35-54 years,6,320618,1.87,Boomers,"2,22,11,65,41,865",45110.0
26421,United Arab Emirates,2006,male,55-74 years,2,114304,1.75,Silent,"2,22,11,65,41,865",45110.0
26422,United Arab Emirates,2006,female,25-34 years,5,383191,1.3,Generation X,"2,22,11,65,41,865",45110.0
3093,Barbados,2006,male,75+ years,1,5792,17.27,Silent,"4,24,66,00,000",16531.0
23177,Slovenia,2006,female,15-24 years,7,125724,5.57,Millenials,"39,58,77,32,029",20634.0
23175,Slovenia,2006,male,15-24 years,21,133542,15.73,Millenials,"39,58,77,32,029",20634.0
23174,Slovenia,2006,female,55-74 years,45,220693,20.39,Silent,"39,58,77,32,029",20634.0
23173,Slovenia,2006,female,75+ years,21,92452,22.71,Silent,"39,58,77,32,029",20634.0
23172,Slovenia,2006,male,25-34 years,45,157003,28.66,Generation X,"39,58,77,32,029",20634.0
23171,Slovenia,2006,male,35-54 years,159,313755,50.68,Boomers,"39,58,77,32,029",20634.0
23170,Slovenia,2006,male,55-74 years,142,194970,72.83,Silent,"39,58,77,32,029",20634.0
23169,Slovenia,2006,male,75+ years,48,41789,114.86,Silent,"39,58,77,32,029",20634.0
23176,Slovenia,2006,female,35-54 years,33,301024,10.96,Boomers,"39,58,77,32,029",20634.0
3094,Barbados,2006,male,35-54 years,5,38972,12.83,Boomers,"4,24,66,00,000",16531.0
3095,Barbados,2006,male,25-34 years,2,19677,10.16,Generation X,"4,24,66,00,000",16531.0
3096,Barbados,2006,male,55-74 years,1,19527,5.12,Silent,"4,24,66,00,000",16531.0
18455,Panama,2006,female,35-54 years,1,394079,0.25,Boomers,"18,14,16,66,300",5972.0
18454,Panama,2006,female,5-14 years,1,328131,0.3,Millenials,"18,14,16,66,300",5972.0
18453,Panama,2006,female,55-74 years,1,171367,0.58,Silent,"18,14,16,66,300",5972.0
18452,Panama,2006,female,25-34 years,3,275020,1.09,Generation X,"18,14,16,66,300",5972.0
18451,Panama,2006,male,5-14 years,5,340413,1.47,Millenials,"18,14,16,66,300",5972.0
18450,Panama,2006,female,15-24 years,7,298651,2.34,Millenials,"18,14,16,66,300",5972.0
18449,Panama,2006,male,15-24 years,35,309913,11.29,Millenials,"18,14,16,66,300",5972.0
18448,Panama,2006,male,35-54 years,46,391962,11.74,Boomers,"18,14,16,66,300",5972.0
18447,Panama,2006,male,25-34 years,45,280685,16.03,Generation X,"18,14,16,66,300",5972.0
18446,Panama,2006,male,55-74 years,30,163874,18.31,Silent,"18,14,16,66,300",5972.0
18445,Panama,2006,male,75+ years,11,38964,28.23,Silent,"18,14,16,66,300",5972.0
23409,South Africa,2006,male,75+ years,11,229481,4.79,Silent,"2,71,81,10,88,781",6166.0
23178,Slovenia,2006,female,25-34 years,8,146103,5.48,Generation X,"39,58,77,32,029",20634.0
9614,Georgia,2006,female,35-54 years,1,653300,0.15,Boomers,"7,74,54,06,201",1859.0
9613,Georgia,2006,female,15-24 years,1,359100,0.28,Millenials,"7,74,54,06,201",1859.0
9612,Georgia,2006,male,5-14 years,1,291400,0.34,Millenials,"7,74,54,06,201",1859.0
9611,Georgia,2006,female,5-14 years,1,271600,0.37,Millenials,"7,74,54,06,201",1859.0
24032,Sri Lanka,2006,female,5-14 years,11,1606015,0.68,Millenials,"28,26,74,10,543",1580.0
24031,Sri Lanka,2006,male,5-14 years,15,1650300,0.91,Millenials,"28,26,74,10,543",1580.0
24030,Sri Lanka,2006,female,35-54 years,198,2603293,7.61,Boomers,"28,26,74,10,543",1580.0
24029,Sri Lanka,2006,female,55-74 years,111,1344897,8.25,Silent,"28,26,74,10,543",1580.0
13050,Italy,2006,female,15-24 years,41,2959122,1.39,Millenials,"19,42,63,37,97,516",34578.0
13049,Italy,2006,female,25-34 years,86,4103825,2.1,Generation X,"19,42,63,37,97,516",34578.0
13048,Italy,2006,female,35-54 years,298,8755013,3.4,Boomers,"19,42,63,37,97,516",34578.0
13047,Italy,2006,female,55-74 years,274,6982799,3.92,Silent,"19,42,63,37,97,516",34578.0
13046,Italy,2006,female,75+ years,160,3483117,4.59,Silent,"19,42,63,37,97,516",34578.0
13045,Italy,2006,male,15-24 years,145,3102361,4.67,Millenials,"19,42,63,37,97,516",34578.0
13044,Italy,2006,male,25-34 years,344,4203703,8.18,Generation X,"19,42,63,37,97,516",34578.0
13043,Italy,2006,male,35-54 years,885,8738642,10.13,Boomers,"19,42,63,37,97,516",34578.0
13042,Italy,2006,male,55-74 years,868,6276820,13.83,Silent,"19,42,63,37,97,516",34578.0
13041,Italy,2006,male,75+ years,595,2033182,29.26,Silent,"19,42,63,37,97,516",34578.0
11553,Hungary,2006,female,25-34 years,52,788769,6.59,Generation X,"1,15,29,51,99,392",12021.0
11552,Hungary,2006,male,15-24 years,84,659708,12.73,Millenials,"1,15,29,51,99,392",12021.0
23412,South Africa,2006,male,55-74 years,39,1858272,2.1,Silent,"2,71,81,10,88,781",6166.0
23413,South Africa,2006,male,15-24 years,98,5120804,1.91,Millenials,"2,71,81,10,88,781",6166.0
14373,Kuwait,2006,male,25-34 years,18,360383,4.99,Generation X,"1,01,55,06,54,721",46890.0
9609,Georgia,2006,female,55-74 years,5,443850,1.13,Silent,"7,74,54,06,201",1859.0
9608,Georgia,2006,female,75+ years,2,155050,1.29,Silent,"7,74,54,06,201",1859.0
13051,Italy,2006,male,5-14 years,4,2849710,0.14,Millenials,"19,42,63,37,97,516",34578.0
13626,Japan,2006,female,15-24 years,635,6548000,9.7,Millenials,"45,30,37,72,24,970",37534.0
11554,Hungary,2006,female,15-24 years,15,634608,2.36,Millenials,"1,15,29,51,99,392",12021.0
11556,Hungary,2006,female,5-14 years,1,517602,0.19,Millenials,"1,15,29,51,99,392",12021.0
24028,Sri Lanka,2006,female,25-34 years,194,1594072,12.17,Generation X,"28,26,74,10,543",1580.0
24027,Sri Lanka,2006,female,75+ years,51,276505,18.44,Silent,"28,26,74,10,543",1580.0
24026,Sri Lanka,2006,female,15-24 years,333,1699144,19.6,Millenials,"28,26,74,10,543",1580.0
24025,Sri Lanka,2006,male,15-24 years,423,1697398,24.92,Millenials,"28,26,74,10,543",1580.0
24024,Sri Lanka,2006,male,25-34 years,573,1541529,37.17,Generation X,"28,26,74,10,543",1580.0
24023,Sri Lanka,2006,male,35-54 years,1246,2465505,50.54,Boomers,"28,26,74,10,543",1580.0
24022,Sri Lanka,2006,male,55-74 years,649,1187973,54.63,Silent,"28,26,74,10,543",1580.0
2787,Bahrain,2006,male,15-24 years,1,86090,1.16,Millenials,"18,50,50,53,191",20826.0
2786,Bahrain,2006,male,35-54 years,3,192597,1.56,Boomers,"18,50,50,53,191",20826.0
2785,Bahrain,2006,female,35-54 years,3,100668,2.98,Boomers,"18,50,50,53,191",20826.0
2784,Bahrain,2006,male,55-74 years,1,29960,3.34,Silent,"18,50,50,53,191",20826.0
2783,Bahrain,2006,female,15-24 years,3,69020,4.35,Millenials,"18,50,50,53,191",20826.0
2782,Bahrain,2006,female,25-34 years,5,80271,6.23,Generation X,"18,50,50,53,191",20826.0
2781,Bahrain,2006,male,25-34 years,12,158656,7.56,Generation X,"18,50,50,53,191",20826.0
24021,Sri Lanka,2006,male,75+ years,211,224927,93.81,Silent,"28,26,74,10,543",1580.0
23410,South Africa,2006,male,25-34 years,147,4197897,3.5,Generation X,"2,71,81,10,88,781",6166.0
23411,South Africa,2006,male,35-54 years,113,5016840,2.25,Boomers,"2,71,81,10,88,781",6166.0
11555,Hungary,2006,male,5-14 years,2,543679,0.37,Millenials,"1,15,29,51,99,392",12021.0
13625,Japan,2006,female,25-34 years,1133,8473000,13.37,Generation X,"45,30,37,72,24,970",37534.0
852,Argentina,2006,female,5-14 years,26,3412126,0.76,Millenials,"2,32,55,72,60,817",6475.0
13623,Japan,2006,female,55-74 years,2866,17213000,16.65,Silent,"45,30,37,72,24,970",37534.0
18119,Norway,2006,male,5-14 years,1,317159,0.32,Millenials,"3,45,42,46,64,369",79007.0
27459,Uruguay,2006,male,5-14 years,2,270656,0.74,Millenials,"19,57,94,57,966",6362.0
9903,Germany,2006,male,75+ years,1160,2328668,49.81,Silent,"30,02,44,63,68,084",38088.0
9904,Germany,2006,male,55-74 years,2314,9032770,25.62,Silent,"30,02,44,63,68,084",38088.0
9905,Germany,2006,male,35-54 years,2653,13148811,20.18,Boomers,"30,02,44,63,68,084",38088.0
9906,Germany,2006,female,75+ years,611,4471494,13.66,Silent,"30,02,44,63,68,084",38088.0
18791,Paraguay,2006,female,5-14 years,5,678059,0.74,Millenials,"10,64,61,57,920",2038.0
9907,Germany,2006,male,25-34 years,629,4963413,12.67,Generation X,"30,02,44,63,68,084",38088.0
9909,Germany,2006,female,55-74 years,826,9713785,8.5,Silent,"30,02,44,63,68,084",38088.0
9910,Germany,2006,female,35-54 years,832,12694086,6.55,Boomers,"30,02,44,63,68,084",38088.0
9911,Germany,2006,female,25-34 years,154,4819150,3.2,Generation X,"30,02,44,63,68,084",38088.0
9912,Germany,2006,female,15-24 years,112,4727172,2.37,Millenials,"30,02,44,63,68,084",38088.0
9913,Germany,2006,male,5-14 years,20,4107557,0.49,Millenials,"30,02,44,63,68,084",38088.0
9914,Germany,2006,female,5-14 years,9,3899892,0.23,Millenials,"30,02,44,63,68,084",38088.0
9908,Germany,2006,male,15-24 years,455,4922196,9.24,Millenials,"30,02,44,63,68,084",38088.0
18118,Norway,2006,female,75+ years,6,220894,2.72,Silent,"3,45,42,46,64,369",79007.0
18790,Paraguay,2006,male,5-14 years,9,702450,1.28,Millenials,"10,64,61,57,920",2038.0
18788,Paraguay,2006,female,35-54 years,18,565035,3.19,Boomers,"10,64,61,57,920",2038.0
18782,Paraguay,2006,male,15-24 years,62,624318,9.93,Millenials,"10,64,61,57,920",2038.0
18783,Paraguay,2006,male,35-54 years,49,584438,8.38,Boomers,"10,64,61,57,920",2038.0
25959,Turkmenistan,2006,male,5-14 years,12,514454,2.33,Millenials,"10,27,75,98,152",2397.0
25960,Turkmenistan,2006,female,5-14 years,4,502831,0.8,Millenials,"10,27,75,98,152",2397.0
17707,New Zealand,2006,female,35-54 years,52,619730,8.39,Boomers,"1,11,60,88,45,081",28628.0
17708,New Zealand,2006,female,15-24 years,24,299490,8.01,Millenials,"1,11,60,88,45,081",28628.0
18789,Paraguay,2006,female,25-34 years,10,423389,2.36,Generation X,"10,64,61,57,920",2038.0
17709,New Zealand,2006,female,55-74 years,23,360390,6.38,Silent,"1,11,60,88,45,081",28628.0
17711,New Zealand,2006,female,5-14 years,4,293570,1.36,Millenials,"1,11,60,88,45,081",28628.0
17712,New Zealand,2006,male,5-14 years,2,308750,0.65,Millenials,"1,11,60,88,45,081",28628.0
18784,Paraguay,2006,male,25-34 years,36,437359,8.23,Generation X,"10,64,61,57,920",2038.0
13624,Japan,2006,female,35-54 years,2193,16320000,13.44,Boomers,"45,30,37,72,24,970",37534.0
18786,Paraguay,2006,female,15-24 years,28,604935,4.63,Millenials,"10,64,61,57,920",2038.0
18787,Paraguay,2006,female,55-74 years,8,245285,3.26,Silent,"10,64,61,57,920",2038.0
17710,New Zealand,2006,female,75+ years,8,139990,5.71,Silent,"1,11,60,88,45,081",28628.0
18781,Paraguay,2006,male,75+ years,8,49190,16.26,Silent,"10,64,61,57,920",2038.0
18117,Norway,2006,female,15-24 years,18,283975,6.34,Millenials,"3,45,42,46,64,369",79007.0
6800,Cuba,2006,male,55-74 years,318,875342,36.33,Silent,"52,74,28,00,000",4951.0
23789,Spain,2006,female,25-34 years,87,3653351,2.38,Generation X,"12,64,55,14,99,185",30246.0
23790,Spain,2006,female,15-24 years,39,2504340,1.56,Millenials,"12,64,55,14,99,185",30246.0
23791,Spain,2006,female,5-14 years,3,2011294,0.15,Millenials,"12,64,55,14,99,185",30246.0
23792,Spain,2006,male,5-14 years,2,2122756,0.09,Millenials,"12,64,55,14,99,185",30246.0
18116,Norway,2006,female,25-34 years,21,307388,6.83,Generation X,"3,45,42,46,64,369",79007.0
18115,Norway,2006,female,55-74 years,35,443984,7.88,Silent,"3,45,42,46,64,369",79007.0
23788,Spain,2006,female,35-54 years,245,6427029,3.81,Boomers,"12,64,55,14,99,185",30246.0
18114,Norway,2006,female,35-54 years,61,648666,9.4,Boomers,"3,45,42,46,64,369",79007.0
18112,Norway,2006,male,25-34 years,63,312881,20.14,Generation X,"3,45,42,46,64,369",79007.0
18111,Norway,2006,male,55-74 years,90,432581,20.81,Silent,"3,45,42,46,64,369",79007.0
18110,Norway,2006,male,15-24 years,68,296501,22.93,Millenials,"3,45,42,46,64,369",79007.0
18109,Norway,2006,male,75+ years,34,134769,25.23,Silent,"3,45,42,46,64,369",79007.0
23419,South Africa,2006,male,5-14 years,9,5138413,0.18,Millenials,"2,71,81,10,88,781",6166.0
23420,South Africa,2006,female,5-14 years,7,5070210,0.14,Millenials,"2,71,81,10,88,781",6166.0
18113,Norway,2006,male,35-54 years,135,672675,20.07,Boomers,"3,45,42,46,64,369",79007.0
6799,Cuba,2006,male,75+ years,205,234264,87.51,Silent,"52,74,28,00,000",4951.0
23787,Spain,2006,female,55-74 years,217,4450959,4.88,Silent,"12,64,55,14,99,185",30246.0
23785,Spain,2006,female,75+ years,144,2199499,6.55,Silent,"12,64,55,14,99,185",30246.0
6801,Cuba,2006,male,35-54 years,388,1804028,21.51,Boomers,"52,74,28,00,000",4951.0
6802,Cuba,2006,male,25-34 years,138,838869,16.45,Generation X,"52,74,28,00,000",4951.0
6803,Cuba,2006,female,75+ years,39,301101,12.95,Silent,"52,74,28,00,000",4951.0
6804,Cuba,2006,female,55-74 years,91,903899,10.07,Silent,"52,74,28,00,000",4951.0
6805,Cuba,2006,male,15-24 years,52,815065,6.38,Millenials,"52,74,28,00,000",4951.0
6806,Cuba,2006,female,35-54 years,98,1794025,5.46,Boomers,"52,74,28,00,000",4951.0
23786,Spain,2006,male,15-24 years,153,2635454,5.81,Millenials,"12,64,55,14,99,185",30246.0
6807,Cuba,2006,female,25-34 years,27,816467,3.31,Generation X,"52,74,28,00,000",4951.0
6809,Cuba,2006,male,5-14 years,2,767105,0.26,Millenials,"52,74,28,00,000",4951.0
6810,Cuba,2006,female,5-14 years,1,722349,0.14,Millenials,"52,74,28,00,000",4951.0
23781,Spain,2006,male,75+ years,491,1374287,35.73,Silent,"12,64,55,14,99,185",30246.0
23782,Spain,2006,male,55-74 years,676,4010241,16.86,Silent,"12,64,55,14,99,185",30246.0
23783,Spain,2006,male,35-54 years,822,6515790,12.62,Boomers,"12,64,55,14,99,185",30246.0
23784,Spain,2006,male,25-34 years,368,3903848,9.43,Generation X,"12,64,55,14,99,185",30246.0
6808,Cuba,2006,female,15-24 years,17,781124,2.18,Millenials,"52,74,28,00,000",4951.0
25958,Turkmenistan,2006,female,55-74 years,7,180084,3.89,Silent,"10,27,75,98,152",2397.0
18785,Paraguay,2006,male,55-74 years,18,246222,7.31,Silent,"10,64,61,57,920",2038.0
25956,Turkmenistan,2006,female,25-34 years,16,385454,4.15,Generation X,"10,27,75,98,152",2397.0
27458,Uruguay,2006,female,15-24 years,6,245043,2.45,Millenials,"19,57,94,57,966",6362.0
13617,Japan,2006,male,55-74 years,7921,16002000,49.5,Silent,"45,30,37,72,24,970",37534.0
24267,Suriname,2006,female,55-74 years,5,26903,18.59,Silent,"2,62,63,80,435",5794.0
27456,Uruguay,2006,female,75+ years,13,136305,9.54,Silent,"19,57,94,57,966",6362.0
27455,Uruguay,2006,female,35-54 years,56,413094,13.56,Boomers,"19,57,94,57,966",6362.0
27454,Uruguay,2006,female,55-74 years,47,303521,15.48,Silent,"19,57,94,57,966",6362.0
13619,Japan,2006,male,75+ years,1945,4512000,43.11,Silent,"45,30,37,72,24,970",37534.0
24261,Suriname,2006,male,35-54 years,37,62088,59.59,Boomers,"2,62,63,80,435",5794.0
24262,Suriname,2006,male,75+ years,2,4557,43.89,Silent,"2,62,63,80,435",5794.0
24263,Suriname,2006,male,55-74 years,10,23150,43.2,Silent,"2,62,63,80,435",5794.0
27453,Uruguay,2006,male,15-24 years,56,252909,22.14,Millenials,"19,57,94,57,966",6362.0
25951,Turkmenistan,2006,male,15-24 years,104,517620,20.09,Millenials,"10,27,75,98,152",2397.0
27452,Uruguay,2006,male,35-54 years,93,389435,23.88,Boomers,"19,57,94,57,966",6362.0
27451,Uruguay,2006,male,25-34 years,64,243474,26.29,Generation X,"19,57,94,57,966",6362.0
25950,Turkmenistan,2006,male,35-54 years,132,508377,25.96,Boomers,"10,27,75,98,152",2397.0
25957,Turkmenistan,2006,female,75+ years,2,49893,4.01,Silent,"10,27,75,98,152",2397.0
26740,United Kingdom,2006,female,5-14 years,3,3532047,0.08,Millenials,"26,92,61,26,95,492",47163.0
24268,Suriname,2006,female,25-34 years,6,38578,15.55,Generation X,"2,62,63,80,435",5794.0
24269,Suriname,2006,female,35-54 years,5,60541,8.26,Boomers,"2,62,63,80,435",5794.0
24270,Suriname,2006,female,5-14 years,1,49822,2.01,Millenials,"2,62,63,80,435",5794.0
13618,Japan,2006,male,35-54 years,7436,16519000,45.01,Boomers,"45,30,37,72,24,970",37534.0
26733,United Kingdom,2006,male,15-24 years,308,4108191,7.5,Millenials,"26,92,61,26,95,492",47163.0
26734,United Kingdom,2006,female,35-54 years,397,8633179,4.6,Boomers,"26,92,61,26,95,492",47163.0
17701,New Zealand,2006,male,15-24 years,95,305250,31.12,Millenials,"1,11,60,88,45,081",28628.0
26735,United Kingdom,2006,female,55-74 years,238,6287636,3.79,Silent,"26,92,61,26,95,492",47163.0
24265,Suriname,2006,male,25-34 years,16,39396,40.61,Generation X,"2,62,63,80,435",5794.0
26736,United Kingdom,2006,female,25-34 years,138,3955936,3.49,Generation X,"26,92,61,26,95,492",47163.0
24264,Suriname,2006,male,15-24 years,19,45741,41.54,Millenials,"2,62,63,80,435",5794.0
26737,United Kingdom,2006,female,75+ years,86,2866699,3.0,Silent,"26,92,61,26,95,492",47163.0
26738,United Kingdom,2006,female,15-24 years,74,3911869,1.89,Millenials,"26,92,61,26,95,492",47163.0
26739,United Kingdom,2006,male,5-14 years,4,3709139,0.11,Millenials,"26,92,61,26,95,492",47163.0
24266,Suriname,2006,female,15-24 years,11,43971,25.02,Millenials,"2,62,63,80,435",5794.0
17702,New Zealand,2006,male,25-34 years,72,263090,27.37,Generation X,"1,11,60,88,45,081",28628.0
27457,Uruguay,2006,female,25-34 years,14,241639,5.79,Generation X,"19,57,94,57,966",6362.0
17704,New Zealand,2006,male,55-74 years,69,344980,20.0,Silent,"1,11,60,88,45,081",28628.0
3699,Belgium,2006,male,15-24 years,86,645841,13.32,Millenials,"4,09,81,31,97,842",41135.0
3700,Belgium,2006,female,75+ years,64,550950,11.62,Silent,"4,09,81,31,97,842",41135.0
3701,Belgium,2006,female,25-34 years,50,680859,7.34,Generation X,"4,09,81,31,97,842",41135.0
3702,Belgium,2006,female,15-24 years,27,629311,4.29,Millenials,"4,09,81,31,97,842",41135.0
3696,Belgium,2006,male,25-34 years,217,689593,31.47,Generation X,"4,09,81,31,97,842",41135.0
17703,New Zealand,2006,male,35-54 years,136,584130,23.28,Boomers,"1,11,60,88,45,081",28628.0
3703,Belgium,2006,female,5-14 years,3,592596,0.51,Millenials,"4,09,81,31,97,842",41135.0
3704,Belgium,2006,male,5-14 years,1,619058,0.16,Millenials,"4,09,81,31,97,842",41135.0
3695,Belgium,2006,male,55-74 years,333,1029722,32.34,Silent,"4,09,81,31,97,842",41135.0
3694,Belgium,2006,male,35-54 years,616,1559144,39.51,Boomers,"4,09,81,31,97,842",41135.0
